vVirusNameCorrected,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vICTVnumber,ReverseZoonoses,IsHoSa,IsHoSa.stringent,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vWOKcites,vPubMedCites,vCytoReplicTF,vSegmentedTF,vVectorYNna,vSSoDS,vDNAoRNA,vEnvelope,IsZoonotic,IsZoonotic.stringent
Adelaide_River_virus,Mononegavirales,Rhabdoviridae,,Ephemerovirus,0,,0,0,0,,,14627.0,6,7,True,False,Y,SS,RNA,enveloped,0,0
Adeno-associated_virus-1,Unassigned,Parvoviridae,Parvovirinae,Dependovirus,0,00.050.1.03.002.,0,1,0,,,4718.0,54,14,False,False,,SS,DNA,non-enveloped,1,0
Adeno-associated_virus-2,Unassigned,Parvoviridae,Parvovirinae,Dependovirus,1,00.050.1.03.001.,1,1,1,,,4679.0,573,381,False,False,,SS,DNA,non-enveloped,1,0
Adeno-associated_virus-5,Unassigned,Parvoviridae,Parvovirinae,Dependovirus,0,,0,1,1,,,4642.0,4,4,False,False,,SS,DNA,non-enveloped,0,0
African_green_monkey_polyomavirus,Unassigned,Polyomaviridae,,Polyomavirus,,,0,1,0,,,5270.0,1,0,True,False,N,DS,DNA,non-enveloped,1,0
African_green_monkey_simian_foamy_virus,Unassigned,Retroviridae,Spumaretrovirinae,Spumavirus,0,00.061.2.07.007.00.003.,0,0,0,,,13111.0,1,14,False,False,N,SS,RNA,enveloped,0,0
African_horse_sickness_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,00.060.0.02.002.,0,0,0,,,19200.0,418,291,True,True,Y,DS,RNA,non-enveloped,0,0
African_swine_fever_virus,Unassigned,Asfarviridae,,Asfivirus,1,00.002.0.01.001.,0,0,0,170000.0,190000.0,170101.0,969,789,True,False,Y,DS,DNA,enveloped,0,0
Aichi_virus,Picornavirales,Picornaviridae,,Kobuvirus,1,,0,1,1,8244.0,8280.0,8262.0,100,80,True,False,N,SS,RNA,non-enveloped,0,0
Akabane_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.003.,0,0,0,,,12035.0,232,126,True,True,Y,SS,RNA,enveloped,0,0
Alcelaphine_herpesvirus_1,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,130608.0,102,88,False,False,N,DS,DNA,enveloped,0,0
Alcelaphine_herpesvirus_2,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,135000.0,2,3,False,False,N,DS,DNA,enveloped,0,0
Aleutian_mink_disease_virus,Unassigned,Parvoviridae,Parvovirinae,Amdovirus,1,,0,1,0,,,4801.0,204,195,False,False,,SS,DNA,non-enveloped,1,0
Allpaahuayo_virus,Unassigned,Arenaviridae,,Arenavirus,0,,0,0,0,,,10435.0,1,1,True,True,N,SS,RNA,enveloped,0,0
Amapari_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.007.,0,0,0,,,10387.0,9,5,True,True,N,SS,RNA,enveloped,0,0
Andes_virus,Unassigned,Bunyaviridae,,Hantavirus,0,00.011.0.02.,0,1,1,,,10233.0,157,95,True,True,N,SS,RNA,enveloped,1,1
Anopheles_A_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.005.,0,1,1,12300.0,12450.0,12375.0,13,5,True,True,Y,SS,RNA,enveloped,1,1
Anopheles_B_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.006.,0,0,0,12300.0,12450.0,12375.0,13,5,True,True,Y,SS,RNA,enveloped,0,0
Apoi_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10116.0,2,1,True,False,Y,SS,RNA,enveloped,0,0
Araguari_virus,Unassigned,Unassigned,,Unassigned,0,,0,0,0,,,,2,2,False,False,Y,SS,RNA,enveloped,0,0
Aravan_virus,Mononegavirales,Rhabdoviridae,,Lyssavirus,Tentative in genus,,0,0,0,,,11918.0,10,4,True,False,N,SS,RNA,enveloped,0,0
Arctic_squirrel_hepatitis_virus,Unassigned,Hepadnaviridae,,Orthohepadnavirus,Tentative in genus,,0,0,0,,,3302.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Aroa_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,,,10248.0,1,0,True,False,Y,SS,RNA,enveloped,1,1
Arumowot_virus,Unassigned,Bunyaviridae,,Phlebovirus,Tentative in genus,,0,0,0,,,12262.0,1,2,True,True,Y,SS,RNA,enveloped,0,0
Ateline_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,,0,0,0,,,152000.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Ateline_herpesvirus_2,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,00.031.3.02.002.,0,0,0,,,112000.0,7,2,False,False,N,DS,DNA,enveloped,0,0
Aura_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.002.,0,1,0,,,11824.0,18,13,True,False,Y,SS,RNA,enveloped,1,0
Australian_bat_lyssavirus,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,01.062.0.02.,0,1,1,,,11822.0,75,59,True,False,N,SS,RNA,enveloped,1,1
Baboon_orthoreovirus,Unassigned,Reoviridae,,Orthoreovirus,0,,0,0,0,887.0,3903.0,22435.0,0,0,True,True,N,DS,RNA,non-enveloped,0,0
Baboon_polyomavirus_2,Unassigned,Polyomaviridae,,Polyomavirus,,,0,0,0,,,5181.0,0,0,True,False,N,DS,DNA,non-enveloped,0,0
Bakau_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.007.,0,0,0,12300.0,12450.0,12375.0,1,3,True,True,Y,SS,RNA,enveloped,0,0
Bangui_virus,Unassigned,Bunyaviridae,,Unassigned,0,,0,1,1,,,,1,0,True,True,Y,SS,RNA,enveloped,0,0
Banna_virus,Unassigned,Reoviridae,Sedoreovirinae,Seadornavirus,1,,0,1,1,12300.0,12450.0,12375.0,34,22,True,True,Y,DS,RNA,non-enveloped,1,1
Banzi_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,,,10182.0,48,22,True,False,Y,SS,RNA,enveloped,1,1
Barmah_Forest_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.004.,0,1,1,,,11488.0,118,65,True,False,Y,SS,RNA,enveloped,1,0
Barur_virus,Mononegavirales,Rhabdoviridae,,Unassigned,0,,0,0,0,,,,1,2,False,False,N,SS,RNA,enveloped,0,0
Bayou_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,3677.0,,12155.0,13,8,True,True,N,SS,RNA,enveloped,1,1
Bear_Canyon_virus,Unassigned,Arenaviridae,,Arenavirus,0,,0,0,0,,,10441.0,2,2,True,True,N,SS,RNA,enveloped,0,0
Bebaru_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.005.,0,1,1,,,11700.0,3,3,True,False,Y,SS,RNA,enveloped,0,0
Berrimah_virus,Mononegavirales,Rhabdoviridae,,Ephemerovirus,0,,0,0,0,,,15024.0,2,2,True,False,Y,SS,RNA,enveloped,0,0
Bhanja_virus,Unassigned,Bunyaviridae,,Unassigned,0,00.011.0.00.104.,0,1,0,10500.0,22700.0,16600.0,68,43,True,True,Y,SS,RNA,enveloped,1,0
Bimiti_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,0,0,,,12102.0,5,3,True,True,Y,SS,RNA,enveloped,0,0
Bivens_Arm_virus,Mononegavirales,Rhabdoviridae,,Unassigned,0,,0,0,0,,,,2,2,True,False,N,SS,RNA,enveloped,0,0
BK_polyomavirus,Unassigned,Polyomaviridae,,Polyomavirus,0,,0,1,1,5133.0,5380.0,5256.5,148,110,True,False,N,DS,DNA,non-enveloped,0,0
Black_Creek_Canal_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,15450.0,15,12,True,True,N,SS,RNA,enveloped,1,1
Bluetongue_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,1,00.060.0.02.001.,0,0,0,,,19200.0,2679,1789,True,True,Y,DS,RNA,non-enveloped,0,0
Border_disease_virus,Unassigned,Flaviviridae,,Pestivirus,0,,0,0,0,,,12333.0,306,252,True,False,N,SS,RNA,enveloped,0,0
Borna_disease_virus,Mononegavirales,Bornaviridae,,Bornavirus,1,01.081.0.01.001.,0,1,0,,,8910.0,1038,718,False,False,N,SS,RNA,enveloped,1,0
Bouboui_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,,,10173.0,3,2,True,False,Y,SS,RNA,enveloped,1,1
Bovine_adenovirus_A,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.002.,0,0,0,,,34185.0,393,2,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_adenovirus_B,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.003.,0,0,0,,,34446.0,5,1,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_adenovirus_C,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.004.,0,0,0,,,35500.0,1,1,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_adenovirus_D,Unassigned,Adenoviridae,,Atadenovirus,0,00.001.0.03.003.,0,0,0,,,31301.0,1,1,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_adenovirus_E,Unassigned,Adenoviridae,,Atadenovirus,Tentative in genus,00.001.0.03.004.,0,0,0,,,30000.0,2,2,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_astrovirus,Unassigned,Astroviridae,,Mamastrovirus,0,00.005.0.01.002.,0,0,0,6233.0,6530.0,6322.33,6,7,True,False,N,SS,RNA,non-enveloped,0,0
Bovine_coronavirus,Nidovirales,Coronaviridae,,Coronavirus,0,03.019.0.01.002.,0,0,0,,,31028.0,599,408,True,False,N,SS,RNA,enveloped,0,0
Bovine_enteric_calicivirus_strain_NB,Unassigned,Caliciviridae,,Unassigned,0,,0,0,0,,,7453.0,0,0,True,False,N,SS,RNA,non-enveloped,0,0
Bovine_ephemeral_fever_virus,Mononegavirales,Rhabdoviridae,,Ephemerovirus,1,01.062.0.03.001.,0,0,0,,,14900.0,162,96,True,False,Y,SS,RNA,enveloped,0,0
Bovine_foamy_virus,Unassigned,Retroviridae,Spumaretrovirinae,Spumavirus,0,,0,0,0,,,12002.0,20,20,False,False,N,SS,RNA,enveloped,0,0
Bovine_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,140000.0,1317,2065,False,False,N,DS,DNA,enveloped,0,0
Bovine_herpesvirus_2,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,,0,0,0,,,133000.0,37,132,False,False,N,DS,DNA,enveloped,0,0
Bovine_herpesvirus_4,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,145000.0,168,163,False,False,N,DS,DNA,enveloped,0,0
Bovine_herpesvirus_5,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,140000.0,78,85,False,False,N,DS,DNA,enveloped,0,0
Bovine_immunodeficiency_virus,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,00.061.1.06.002.,0,0,0,,,8482.0,327,236,False,False,N,SS,RNA,enveloped,0,0
Bovine_leukemia_virus,Unassigned,Retroviridae,Orthoretrovirinae,Deltaretrovirus,1,00.061.1.05.001.,0,1,0,,,8419.0,1886,1643,False,False,N,SS,RNA,enveloped,1,0
Bovine_norovirus-CH126,Unassigned,Caliciviridae,,Norovirus,Tentative in genus,,0,0,0,,,7800.0,0,0,True,False,N,SS,RNA,non-enveloped,0,0
Bovine_norovirus-Jena,Unassigned,Caliciviridae,,Norovirus,Tentative in genus,,0,0,0,,,7338.0,0,0,True,False,N,SS,RNA,non-enveloped,0,0
Bovine_papillomavirus_1,Unassigned,Papillomaviridae,,Deltapapillomavirus,0,,0,0,0,,,7945.0,47,1013,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_papillomavirus_3,Unassigned,Papillomaviridae,,Xipapillomavirus,1,,0,0,0,,,7276.0,2,0,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_papillomavirus_5,Unassigned,Papillomaviridae,,Epsilonpapillomavirus,1,,0,0,0,,,7841.0,0,1,False,False,N,DS,DNA,non-enveloped,0,0
Bovine_papular_stomatitis_virus,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,,0,1,1,,,134431.0,41,29,True,False,N,DS,DNA,enveloped,1,1
Bovine_parainfluenza_virus_3,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,,0,0,0,15456.0,15480.0,15468.0,19,68,True,False,N,SS,RNA,enveloped,0,0
Bovine_parvovirus,Unassigned,Parvoviridae,Parvovirinae,Bocavirus,1,,0,0,0,,,5517.0,119,104,False,False,,SS,DNA,non-enveloped,0,0
Bovine_polyomavirus,Unassigned,Polyomaviridae,,Polyomavirus,,,0,0,0,,,4697.0,24,19,True,False,N,DS,DNA,non-enveloped,0,0
Bovine_respiratory_syncytial_virus,Mononegavirales,Paramyxoviridae,Pneumovirinae,Pneumovirus,0,,0,0,0,,,15140.0,593,601,True,False,N,SS,RNA,enveloped,0,0
Bovine_torovirus,Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,03.019.0.02.002.,0,0,0,,,28475.0,34,25,True,False,N,SS,RNA,enveloped,0,0
Bovine_viral_diarrhea_virus_1,Unassigned,Flaviviridae,,Pestivirus,1,00.026.0.02.001.,0,0,0,,,12573.0,170,184,True,False,N,SS,RNA,enveloped,0,0
Bovine_viral_diarrhea_virus_2,Unassigned,Flaviviridae,,Pestivirus,0,,0,0,0,,,12255.0,170,161,True,False,N,SS,RNA,enveloped,0,0
Bubaline_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,125000.0,5,4,False,False,N,DS,DNA,enveloped,0,0
Bujaru_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.002.,0,0,0,11400.0,14700.0,13050.0,1,1,True,True,Y,SS,RNA,enveloped,0,0
Bukalasa_bat_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,2,1,True,False,Y,SS,RNA,enveloped,0,0
Bunyamwera_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,1,00.011.0.01.001.,0,1,1,,,12300.0,335,253,True,True,Y,SS,RNA,enveloped,1,1
Bwamba_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.015.,0,1,1,12370.0,12587.0,12477.5,9,8,True,True,Y,SS,RNA,enveloped,0,0
Cabassou_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.030.,0,0,0,,,11500.0,2,2,True,False,Y,SS,RNA,enveloped,0,0
Cacipacore_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,,,10284.0,2,2,True,False,Y,SS,RNA,enveloped,0,0
California_encephalitis_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.016.,0,1,1,12300.0,12450.0,12375.0,401,472,True,True,Y,SS,RNA,enveloped,1,1
Callitrichine_herpesvirus_1,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unassigned,0,,0,0,0,,,,0,0,False,False,N,DS,DNA,enveloped,0,0
Callitrichine_herpesvirus_3,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,,0,0,0,,,149696.0,4,4,False,False,N,DS,DNA,enveloped,0,0
Camelpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,1,0,,,205719.0,71,51,True,False,N,DS,DNA,enveloped,1,0
Canid_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,125171.0,101,122,False,False,N,DS,DNA,enveloped,0,0
Canine_adenovirus,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.005.,0,0,0,,,30536.0,376,265,False,False,N,DS,DNA,non-enveloped,0,0
Canine_calicivirus,Unassigned,Caliciviridae,,Unassigned,0,,0,0,0,,,8513.0,21,21,True,False,N,SS,RNA,non-enveloped,0,0
Canine_coronavirus,Nidovirales,Coronaviridae,,Coronavirus,0,03.019.0.01.003.,0,0,0,27000.0,33000.0,30000.0,325,192,True,False,N,SS,RNA,enveloped,0,0
Canine_distemper_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,,0,1,1,,,15690.0,1804,1372,True,False,N,SS,RNA,enveloped,1,1
Canine_minute_virus,Unassigned,Parvoviridae,Parvovirinae,Bocavirus,0,,0,0,0,,,5097.0,17,11,False,False,,SS,DNA,non-enveloped,0,0
Canine_oral_papillomavirus,Unassigned,Papillomaviridae,,Lambdapapillomavirus,1,,0,0,0,,,8607.0,71,46,False,False,N,DS,DNA,non-enveloped,0,0
Cano_Delgadito_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,11811.0,6,5,True,True,N,SS,RNA,enveloped,0,0
Caprine_arthritis_encephalitis_virus,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,00.061.1.06.007.,0,0,0,,,9189.0,529,396,False,False,,SS,RNA,enveloped,0,0
Caprine_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,125000.0,55,57,False,False,N,DS,DNA,enveloped,0,0
Caraparu_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.018.,0,1,1,12300.0,12450.0,12375.0,16,7,True,True,Y,SS,RNA,enveloped,1,1
Carey_Island_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,2,1,True,False,Y,SS,RNA,enveloped,0,0
Catu_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,1,,,12024.0,4,3,True,True,Y,SS,RNA,enveloped,1,1
Caviid_herpesvirus_1,Herpesvirales,Herpesviridae,,Ictalurivirus,0,,0,0,0,,,134000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Caviid_herpesvirus_2,Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,0,,0,0,0,,,232678.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Caviid_herpesvirus_3,Herpesvirales,Herpesviridae,,Ictalurivirus,0,,0,0,0,,,134000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,,0,1,1,,,156789.0,90,251,False,False,N,DS,DNA,enveloped,1,1
Cercopithecine_herpesvirus_12,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,,0,0,0,,,170000.0,3,3,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_14,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,,0,0,0,,,180000.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_15,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,,0,0,0,,,171096.0,2,3,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_16,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,,0,0,0,,,156487.0,4,4,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_17,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,133719.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_2,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,,0,0,0,,,150000.0,23,4,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_5,Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,,0,0,0,,,226205.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_8,Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,,0,0,0,,,221454.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Cercopithecine_herpesvirus_9,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,124784.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Cervid_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,125000.0,10,9,False,False,N,DS,DNA,enveloped,0,0
Cervid_herpesvirus_2,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,125000.0,10,10,False,False,N,DS,DNA,enveloped,0,0
Cetacean_morbillivirus_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,,0,0,0,,,15702.0,0,0,True,False,N,SS,RNA,enveloped,0,0
Chagres_virus,Unassigned,Bunyaviridae,,Phlebovirus,Tentative in genus,,0,1,1,,,12602.0,4,4,True,True,Y,SS,RNA,enveloped,0,0
Chandipura_virus,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,,0,1,1,,,11049.0,113,83,True,False,Y,SS,RNA,enveloped,1,1
Candiru_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.003.,0,1,1,12094.0,12831.0,12531.0,1,1,True,True,Y,SS,RNA,enveloped,0,0
Changuinola_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,00.060.0.02.004.,0,1,1,,,19200.0,4,3,True,True,Y,DS,RNA,non-enveloped,1,1
Chikungunya_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.007.,0,1,1,,,11826.0,1334,1088,True,False,Y,SS,RNA,enveloped,1,1
Chipmunk_parvovirus,Unassigned,Parvoviridae,,Erythrovirus,Tentative in genus,,0,0,0,,,,1,1,False,False,N,SS,DNA,non-enveloped,0,0
Chobar_Gorge_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,00.060.0.02.006.,0,0,0,,,19200.0,1,1,True,True,Y,DS,RNA,non-enveloped,0,0
Classical_swine_fever_virus,Unassigned,Flaviviridae,,Pestivirus,0,,0,0,0,12183.0,12298.0,12240.5,1353,1164,True,False,N,SS,RNA,enveloped,0,0
Cocal_virus,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,,0,0,0,,,11003.0,21,19,True,False,Y,SS,RNA,enveloped,0,0
Colorado_tick_fever_virus,Unassigned,Reoviridae,Spinareovirinae,Coltivirus,1,00.060.0.04.001.,0,1,1,25000.0,27000.0,26000.0,115,77,True,True,Y,DS,RNA,non-enveloped,1,1
Corriparta_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,00.060.0.02.007.,0,1,0,,,19200.0,9,4,True,True,Y,DS,RNA,non-enveloped,1,0
Cote_d'Ivoire_ebolavirus,Mononegavirales,Filoviridae,,Ebolavirus,0,,0,1,1,,,18935.0,1,1,True,False,N,SS,RNA,enveloped,1,1
Cottontail_rabbit_papillomavirus,Unassigned,Papillomaviridae,,Kappapapillomavirus,1,00.099.0.11.001.,0,0,0,,,7868.0,451,248,False,False,N,DS,DNA,non-enveloped,0,0
Cowbone_Ridge_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,1,1,True,False,Y,SS,RNA,enveloped,0,0
Cowpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,1,1,225136.0,220915.0,223025.5,864,575,True,False,N,DS,DNA,enveloped,1,1
Cricetid_herpesvirus,Herpesvirales,Herpesviridae,,Ictalurivirus,0,,0,0,0,123913.0,124335.0,124194.33,1,1,False,False,N,DS,DNA,enveloped,0,0
Crimean-Congo_hemorrhagic_fever_virus,Unassigned,Bunyaviridae,,Nairovirus,0,00.011.0.03.002.,0,1,1,17100.0,22800.0,19950.0,403,412,True,True,Y,SS,RNA,enveloped,1,1
Cupixi_virus,Unassigned,Arenaviridae,,Arenavirus,0,,0,0,0,,,10438.0,1,1,True,True,N,SS,RNA,enveloped,0,0
Dakar_bat_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,5,2,True,False,Y,SS,RNA,enveloped,0,0
Deer_adenovirus,Unassigned,Adenoviridae,,Atadenovirus,0,00.001.0.03.006.,0,0,0,,,30000.0,9,9,False,False,,DS,DNA,non-enveloped,0,0
Deer_papillomavirus,Unassigned,Papillomaviridae,,Deltapapillomavirus,0,,0,0,0,,,8374.0,5,12,False,False,N,DS,DNA,non-enveloped,0,0
Dengue_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.013.,0,1,1,10649.0,10735.0,10692.0,6911,4902,True,False,Y,SS,RNA,enveloped,1,1
Dera_Ghazi_Khan_virus,Unassigned,Bunyaviridae,,Nairovirus,0,00.011.0.03.003.,0,1,0,18208.0,18505.0,18356.5,2,2,True,True,Y,SS,RNA,enveloped,1,0
Dhori_virus,Unassigned,Orthomyxoviridae,,Thogotovirus,0,00.046.0.03.002.,0,1,0,,,10000.0,52,20,False,True,Y,SS,RNA,enveloped,1,0
Dobrava-Belgrade_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,11851.0,26,22,True,True,N,SS,RNA,enveloped,1,1
Dugbe_virus,Unassigned,Bunyaviridae,,Nairovirus,1,00.011.0.03.001.,0,1,0,17100.0,22800.0,19950.0,65,38,True,True,Y,SS,RNA,enveloped,1,0
Duvenhage_virus,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,,0,1,1,,,11976.0,41,25,True,False,,SS,RNA,enveloped,1,1
Eastern_equine_encephalitis_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.008.,0,1,0,,,11675.0,437,415,True,False,Y,SS,RNA,enveloped,1,0
Ectromelia_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,0,0,,,209771.0,345,476,True,False,N,DS,DNA,enveloped,0,0
El_Moro_Canyon_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,15450.0,5,4,True,True,N,SS,RNA,enveloped,0,0
Encephalomyocarditis_virus,Picornavirales,Picornaviridae,,Cardiovirus,1,00.052.0.04.001.,0,1,1,,,7835.0,3132,2423,True,False,N,SS,RNA,non-enveloped,1,1
Entebbe_bat_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10510.0,7,5,True,False,Y,SS,RNA,enveloped,0,0
Epizootic_hemorrhagic_disease_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,00.060.0.02.008.,0,0,0,,,19200.0,442,200,True,True,Y,DS,RNA,non-enveloped,0,0
Equid_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,142000.0,93,918,False,False,N,DS,DNA,enveloped,0,0
Equid_herpesvirus_2,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,184000.0,9,16,False,False,N,DS,DNA,enveloped,0,0
Equid_herpesvirus_3,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,148000.0,4,34,False,False,N,DS,DNA,enveloped,0,0
Equid_herpesvirus_4,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,145597.0,28,81,False,False,N,DS,DNA,enveloped,0,0
Equid_herpesvirus_5,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,150000.0,7,8,False,False,N,DS,DNA,enveloped,0,0
