name,rg_label,genome_type,transmission_route,host_range,environmental_stability,treatment_available,infectious_dose,zoonotic
Amycolatopsis azurea,1,,,,,,,
Amycolatopsis coloradensis,1,,,,,,,
Amycolatopsis japonica,1,,,,,,,
Amycolatopsis mediterranei,1,,,,,,,
Amycolatopsis methanolica,1,,,,,,,
Amycolatopsis orientalis,1,,,,,,,
Amycolatopsis sulphurea,1,,,,,,,
Amycolatopsis thermoflava,1,,,,,,,
Amylolactobacillus amylophilus,1,,,,,,,
Anaeroarcus burkinensis,1,,,,,,,
Anaerobiospirillum succiniciproducens,2,,,,,,,
Anaerobiospirillum thomasii,2,,,,,,,
Anaerobranca horikoshii,1,,,,,,,
Anaerococcus hydrogenalis,2,,,,,,,
Anaerococcus lactolyticus,2,,,,,,,
Anaerococcus octavius,2,,,,,,,
Anaerococcus prevotii,2,,,,,,,
Anaerococcus tetradius,2,,,,,,,
Anaerococcus vaginalis,2,,,,,,,
Anaerocolumna aminovalerica,1,,,,,,,
Anaerofilum agile,1,,,,,,,
Anaerofilum pentosovorans,1,,,,,,,
Anaerofustis stercorihominis,1,,,,,,,
Anaerolinea thermolimosa,1,,,,,,,
Anaeromicropila populeti,1,,,,,,,
Anaeromyxobacter dehalogenans,1,,,,,,,
Anaeroplasma abactoclasticum,1,,,,,,,
Anaeroplasma bactoclasticum,1,,,,,,,
Anaeroplasma intermedium,1,,,,,,,
Anaeroplasma varium,1,,,,,,,
Anaerorhabdus furcosa,2,,,,,,,
Anaerosinus glycerini,1,,,,,,,
Anaerospora hongkongensis,2,,,,,,,
Anaerosporobacter mobilis,1,,,,,,,
Anaerostipes butyraticus,1,,,,,,,
Anaerostipes caccae,1,,,,,,,
Anaerostipes coli,1,,,,,,,
Anaerostipes hadrus,1,,,,,,,
Anaerotignum neopropionicum,1,,,,,,,
Anaerotignum propionicum,1,,,,,,,
Anaerotruncus colihominis,2,,,,,,,
Anaerovibrio lipolyticus,1,,,,,,,
Anaplasma aquaticum,2,,,,,,,
Anaplasma caudatum,1,,,,,,,
Anaplasma centrale,1,,,,,,,
Anaplasma marginale,1,,,,,,,
Anaplasma ovis,2,,,,,,,
Anaplasma phagocytophilum,2,,,,,,,
Ancalochloris perfilievii,1,,,,,,,
Ancalomicrobium adetum,1,,,,,,,
Ancylobacter aquaticus,1,,,,,,,
Ancylobacter multivorans,1,,,,,,,
Ancylobacter novellus,1,,,,,,,
Ancylobacter tetraedralis,1,,,,,,,
Ancylostoma duodenale,2,,,,,,,
Andreesenia angusta,1,,,,,,,
Aneurinibacillus migulanus,1,,,,,,,
Aneurinibacillus thermoaerophilus,1,,,,,,,
Angiostrongylus cantonensis,2,,,,,,,
Angiostrongylus costaricensis,2,,,,,,,
Animal parvoviruses,2,,,,,,,
Anisakis simplex,2,,,,,,,
Anncaliia algerae,1,,,,,,,
Annwoodia aquaesulis,1,,,,,,,
Anoxybacillus pushchinoensis,1,,,,,,,
Aparavirus apisacutum,2,,,,,,,
Aparavirus tauraense,1,,,,,,,
Aphanizomenon flosaquae,1,,,,,,,
Aphanomyces astaci,1,,,,,,,
Aphthovirus,2,,,,,,,
Aphthovirus bogeli,1,,,,,,,
Aphthovirus reedi,1,,,,,,,
Apilactobacillus kunkeei,1,,,,,,,
Aquabacter spiritensis,1,,,,,,,
Aquabacterium citratiphilum,1,,,,,,,
Aquabacterium commune,1,,,,,,,
Aquabacterium parvum,1,,,,,,,
Aquabirnavirus salmonidae,1,,,,,,,
Aquamicrobium defluvii,1,,,,,,,
Aquamicrobium lusatiense,1,,,,,,,
Aquaspirillum arcticum,1,,,,,,,
Aquaspirillum polymorphum,1,,,,,,,
Aquaspirillum putridiconchylium,1,,,,,,,
Aquaspirillum serpens,1,,,,,,,
Aquifex aeolicus,1,,,,,,,
Aquifex pyrophilus,1,,,,,,,
Aquimarina addita,1,,,,,,,
Aquimarina agarilytica,1,,,,,,,
Aquimarina amphilecti,1,,,,,,,
Aquimarina brevivitae,1,,,,,,,
Aquimarina gracilis,1,,,,,,,
Aquimarina homaria,1,,,,,,,
Aquimarina intermedia,1,,,,,,,
Aquimarina latercula,1,,,,,,,
Aquimarina longa,1,,,,,,,
Aquimarina macrocephali,1,,,,,,,
Aquimarina megaterium,1,,,,,,,
Aquimarina muelleri,1,,,,,,,
Aquimarina mytili,1,,,,,,,
Aquimarina salinaria,1,,,,,,,
Aquimarina spongiae,1,,,,,,,
Aquisalibacillus elongatus,2,,,,,,,
Arachnia propionica,2,,,,,,,
Aransas Bay virus,3,,,,,,,
Arcanobacterium haemolyticum,2,,,,,,,
Arcanobacterium phocae,2,,,,,,,
Arcella vulgaris,1,,,,,,,
Archaeoglobus fulgidus,1,,,,,,,
Archaeoglobus profundus,1,,,,,,,
Archaeoglobus veneficus,1,,,,,,,
Archangium disciforme,1,,,,,,,
Archangium gephyra,1,,,,,,,
Arcobacter butzleri,2,,,,,,,
Arcobacter cryaerophilus,2,,,,,,,
Arcobacter nitrofigilis,1,,,,,,,
Arcobacter skirrowii,1,,,,,,,
Arcobacter spp. strain 97AE3-12,1,,,,,,,
Arcobacter spp. strain FWKO B,2,,,,,,,
Ardenticatena maritima,1,,,,,,,
Arhodomonas aquaeolei,1,,,,,,,
Aripo virus,2,,,,,,,
Armatimonas rosea,1,,,,,,,
Aromatoleum anaerobium,1,,,,,,,
Aromatoleum evansii,1,,,,,,,
Aromatoleum tolulyticum,1,,,,,,,
Aromatoleum toluvorans,1,,,,,,,
Arthroascus fermentans,1,,,,,,,
Arthroascus javanensis,1,,,,,,,
Arthroascus schoenii,1,,,,,,,
Arthrobacter agilis,1,,,,,,,
Arthrobacter citreus,1,,,,,,,
Arthrobacter crystallopoietes,1,,,,,,,
Arthrobacter globiformis,1,,,,,,,
Arthrobacter luteus,1,,,,,,,
Arthrobacter pascens,1,,,,,,,
Arthrobacter ramosus,1,,,,,,,
Arthrobacter rhombi,1,,,,,,,
Arthrobacter woluwensis,2,,,,,,,
Arurhavirus inhangapi,3,,,,,,,
Arurhavirus xiburema,3,,,,,,,
Asaccharospora irregularis,1,,,,,,,
Asaia platycodi,1,,,,,,,
Asanoa ferruginea,1,,,,,,,
Ascaris suum,2,,,,,,,
Ascotricha amphitricha,2,,,,,,,
Ascotricha chartarum,2,,,,,,,
Asfivirus haemorrhagiae (African swine fever virus),1,,,,,,,
Ash River virus,3,,,,,,,
Aspergillus alabamensis,1,,,,,,,
Aspergillus alliaceus,2,,,,,,,
Aspergillus amstelodami,1,,,,,,,
Aspergillus awamori,1,,,,,,,
Aspergillus brasiliensis,1,,,,,,,
Aspergillus chevalieri,1,,,,,,,
Aspergillus fischeri,2,,,,,,,
Aspergillus flavus,2,,,,,,,
Aspergillus flavus (ATCC 9643),2,,,,,,,
Aspergillus flavus var. oryzae,1,,,,,,,
Aspergillus fumigatus,2,,,,,,,
Aspergillus hiratsukae,2,,,,,,,
Aspergillus melleus,1,,,,,,,
Aspergillus minisclerotigenes,1,,,,,,,
Aspergillus nidulans,2,,,,,,,
Aspergillus niger,1,,,,,,,
Aspergillus nomiae,1,,,,,,,
Aspergillus ochraceus,1,,,,,,,
Aspergillus parasiticus,1,,,,,,,
Aspergillus penicillioides,1,,,,,,,
Aspergillus pseudoglaucus,1,,,,,,,
Aspergillus pseudotamarii,1,,,,,,,
Aspergillus restrictus,1,,,,,,,
Aspergillus sclerotiorum,1,,,,,,,
Aspergillus sydowii,1,,,,,,,
Aspergillus terreus,1,,,,,,,
Aspergillus ustus,2,,,,,,,
Aspergillus versicolor,2,,,,,,,
Asteroleplasma anaerobium,1,,,,,,,
Asticcacaulis biprosthecius,1,,,,,,,
Asticcacaulis excentricus,1,,,,,,,
Astrosporangium hypotensionis,1,,,,,,,
Astroviruses,2,,,,,,,
Athelia arachnoidea,1,,,,,,,
Athelia decipiens,1,,,,,,,
Athelia epiphylla,1,,,,,,,
Atopobium fossor,2,,,,,,,
Atopobium minutum,1,,,,,,,
Aura virus,2,,,,,,,
Aurantimonas coralicida,1,,,,,,,
Aureobasidium pullulans,1,,,,,,,
Aureobasidium zeae,1,,,,,,,
Aurivirus haliotidmalaco1,1,,,,,,,
Ausdyk (contagious ecthyma of camels),2,,,,,,,
Ausdyk disease virus,2,,,,,,,
Australian bat lyssavirus,3,,,,,,,
Austrobilharzia variglandis,2,,,,,,,
Austwickia chelonae,1,,,,,,,
Avastrovirus galli,2,,,,,,,
Avastrovirus intestini,2,,,,,,,
Avastrovirus meleagridis,2,,,,,,,
Aviadenovirus ventriculi,1,,,,,,,
Aviadenoviruses,2,,,,,,,
Avian encephalomyelitis virus,3,,,,,,,
Avian infectious bronchitis virus,2,,,,,,,
Avian influenza virus (Fowl plague),3,,,,,,,
Avian leucosis virus (ALV),2,,,,,,,
Avian orthoavulavirus 1 Newcastle disease virus (NDV) strain TS09-C,2,,,,,,,
Avian paramyxovirus (not 1),2,,,,,,,
Avian paramyxovirus 1 (Newcastle Disease Virus),2,,,,,,,
"Avian sarcoma viruses (Rous sarcoma virus, RSV)",2,,,,,,,
Avibacterium avium,1,,,,,,,
Avibacterium gallinarum,2,,,,,,,
"Avibacterium paragallinarum serogroups A, B, C",1,,,,,,,
Avibacterium volantium,1,,,,,,,
Avibirnavirus gumboroense,1,,,,,,,
Avipoxvirus canarypox,1,,,,,,,
Avipoxvirus canarypox Replication-defective ALVAC vectors,1,,,,,,,
Avipoxvirus fowlpox,1,,,,,,,
Avipoxvirus pigeonpox,1,,,,,,,
Avipoxvirus quailpox,1,,,,,,,
Avipoxvirus turkeypox,1,,,,,,,
Avipoxviruses (other),2,,,,,,,
Azoarcus indigens,1,,,,,,,
Azoarcus olearius,1,,,,,,,
Azoarcus toluclasticus,1,,,,,,,
Azohydromonas lata,1,,,,,,,
Azomonas agilis,1,,,,,,,
Azomonas insignis,1,,,,,,,
Azomonas macrocytogenes,1,,,,,,,
Azorhizobium caulinodans,1,,,,,,,
Azorhizophilus paspali,1,,,,,,,
Azospirillum brasilense,1,,,,,,,
Azospirillum halopraeferens,1,,,,,,,
Azospirillum largimobile,1,,,,,,,
Azospirillum lipoferum,1,,,,,,,
Azotobacter agilis,1,,,,,,,
Azotobacter armeniacus,1,,,,,,,
Azotobacter beijerinckii,1,,,,,,,
Azotobacter chroococcum,1,,,,,,,
Azotobacter nigricans,1,,,,,,,
Azotobacter nigricans subsp. achromogenes,1,,,,,,,
Azotobacter nigricans subsp. nigricans,1,,,,,,,
Azotobacter salinestris,1,,,,,,,
Azotobacter vinelandii,1,,,,,,,
BALB/3T3 clone A31,1,,,,,,,
BC-3,2,,,,,,,
BK and JC viruses,2,,,,,,,
Babesia bigemina,1,,,,,,,
Babesia caballi,1,,,,,,,
Babesia divergens,2,,,,,,,
Babesia felis,1,,,,,,,
Babesia gibsoni,1,,,,,,,
Babesia major,1,,,,,,,
Babesia microti,2,,,,,,,
Babesia motasi,1,,,,,,,
Babesia ovis,1,,,,,,,
Babesia trautmanni,1,,,,,,,
Baboon herpesvirus (Cercopithecine herpesvirus 2),3,,,,,,,
Bacillus acidopullulyticus,1,,,,,,,
Bacillus aerius,1,,,,,,,
Bacillus aerophilus,1,,,,,,,
Bacillus altitudinis,1,,,,,,,
Bacillus amyloliquefaciens,1,,,,,,,
Bacillus aneurinilyticus,1,,,,,,,
Bacillus anthracis,3,,,,,,,
Bacillus anthracis Sterne strain,2,,,,,,,
"Bacillus anthracis Weybridge strain, Ames 35",2,,,,,,,
Bacillus anthracis subsp. Pasteur containing 1 or less plasmids: pXO1 or pXO2,2,,,,,,,
Bacillus atrophaeus,1,,,,,,,
Bacillus badius,1,,,,,,,
Bacillus benzoevorans,1,,,,,,,
Bacillus carboniphilus,1,,,,,,,
Bacillus cereus (excluding biovar anthracis),2,,,,,,,
Bacillus cereus ATCC 14579,2,,,,,,,
Bacillus cereus biovar anthracis,3,,,,,,,
Bacillus halotolerans,1,,,,,,,
Bacillus horti,1,,,,,,,
Bacillus inaquosorum,1,,,,,,,
Bacillus inaquosorum PTB185,1,,,,,,,
Bacillus infernus,1,,,,,,,
Bacillus licheniformis,1,,,,,,,
Bacillus licheniformis MDG 10-01,1,,,,,,,
Bacillus licheniformis MDG 10-06,1,,,,,,,
Bacillus methanolicus,1,,,,,,,
Bacillus mojavensis,1,,,,,,,
Bacillus mojavensis strain R3B,1,,,,,,,
Bacillus mycoides,1,,,,,,,
Bacillus naphthovorans,1,,,,,,,
Bacillus nematocida,1,,,,,,,
Bacillus paralicheniformis,1,,,,,,,
Bacillus paralicheniformis CH00005,1,,,,,,,
Bacillus paralicheniformis strain PH0273,1,,,,,,,
Bacillus paralicheniformis strain PH2970,1,,,,,,,
Bacillus pseudomycoides,1,,,,,,,
Bacillus pumilus,1,,,,,,,
Bacillus pumilus Strain Dena 2 Sirri,1,,,,,,,
Bacillus smithii,1,,,,,,,
Bacillus sonorensis,1,,,,,,,
Bacillus spizizenii,1,,,,,,,
Bacillus subtilis,1,,,,,,,
Bacillus subtilis 168,1,,,,,,,
Bacillus subtilis MDG 10-39,1,,,,,,,
Bacillus subtilis strain Caspian 11,1,,,,,,,
Bacillus subtilis strain PH3000,1,,,,,,,
Bacillus subtilis strain PH3480,1,,,,,,,
Bacillus subtilis strain RTI477,1,,,,,,,
Bacillus tequilensis,1,,,,,,,
Bacillus thermoamylovorans,1,,,,,,,
Bacillus thuringiensis,1,,,,,,,
Bacillus thuringiensis ATCC 13367,1,,,,,,,
Bacillus thuringiensis strain ABTS-351,1,,,,,,,
Bacillus thuringiensis subsp. konkukian strain 97-27,1,,,,,,,
Bacillus vallismortis,1,,,,,,,
Bacillus velezensis,1,,,,,,,
Bacillus velezensis MDG 10-19,1,,,,,,,
Bacillus velezensis MDG 10-22,1,,,,,,,
Bacillus velezensis MDG B0-50,1,,,,,,,
Bacillus velezensis MDG B0-53,1,,,,,,,
Bacillus velezensis PTB109,1,,,,,,,
Bacillus velezensis PTB114,1,,,,,,,
Bacillus velezensis strain RTI301,1,,,,,,,
Bacteriophages,1,,,,,,,
Bacteriovorax stolpii,1,,,,,,,
Bacteroides acidifaciens,1,,,,,,,
Bacteroides caccae,2,,,,,,,
Bacteroides eggerthii,1,,,,,,,
Bacteroides finegoldii,1,,,,,,,
Bacteroides fragilis,2,,,,,,,
Bacteroides galacturonicus,1,,,,,,,
Bacteroides ovatus,1,,,,,,,
Bacteroides pectinophilus,1,,,,,,,
Bacteroides polypragmatus,1,,,,,,,
Bacteroides purulensis,1,,,,,,,
Bacteroides pyogenes,1,,,,,,,
Bacteroides ruminicola subsp. ruminicola,2,,,,,,,
Bacteroides ruminicola subsp. ruminicola biovar 7,2,,,,,,,
Bacteroides salyersiae,1,,,,,,,
Bacteroides stercoris,2,,,,,,,
Bacteroides thetaiotaomicron,2,,,,,,,
Bacteroides uniformis,2,,,,,,,
Bacteroides zoogleoformans,1,,,,,,,
Bactoderma album,1,,,,,,,
Bactoderma roseum,1,,,,,,,
Badhamia polycephala,1,,,,,,,
Baku virus,2,,,,,,,
Balamuthia mandrillaris,2,,,,,,,
Balantioides coli,2,,,,,,,
Balneatrix alpica,2,,,,,,,
Balneola alkaliphila,1,,,,,,,
Balneola vulgaris,1,,,,,,,
Bandavirus bhanjanagarense,3,,,,,,,
Bandavirus dabieense,3,,,,,,,
Bandavirus heartlandense,2,,,,,,,
Bandavirus razdanense,3,,,,,,,
Bangui virus,2,,,,,,,
"Bank vole spontaneous prions (Tg3581, Tg22019)",2,,,,,,,
Barmah Forest,2,,,,,,,
Barthadenovirus galloanserae,1,,,,,,,
Barthadenovirus ovis,2,,,,,,,
Bartonella alsatica,1,,,,,,,
Bartonella bacilliformis,2,,,,,,,
Bartonella birtlesii,1,,,,,,,
Bartonella bovis,1,,,,,,,
Bartonella capreoli,1,,,,,,,
Bartonella chomelii,1,,,,,,,
Bartonella clarridgeiae,2,,,,,,,
Bartonella doshiae,1,,,,,,,
Bartonella elizabethae,2,,,,,,,
Bartonella grahamii,2,,,,,,,
Bartonella henselae,2,,,,,,,
Bartonella koehlerae,2,,,,,,,
Bartonella peromysci,2,,,,,,,
Bartonella quintana,2,,,,,,,
Bartonella schoenbuchensis,1,,,,,,,
Bartonella talpae,2,,,,,,,
Bartonella taylorii,1,,,,,,,
Bartonella tribocorum,1,,,,,,,
Bartonella vinsonii,2,,,,,,,
Bartonella vinsonii subsp. arupensis,2,,,,,,,
Bartonella vinsonii subsp. berkhoffii,2,,,,,,,
Bartonella vinsonii subsp. vinsonii,1,,,,,,,
Bartonella washoensis,1,,,,,,,
Batrachochytrium dendrobatidis,1,,,,,,,
Batravirus ranidallo1,1,,,,,,,
Bauldia litoralis,1,,,,,,,
Bauline virus,2,,,,,,,
Baylisascaris procyonis,2,,,,,,,
Bdellovibrio bacteriovorus,1,,,,,,,
Beauveria bassiana,1,,,,,,,
Beauveria bassiana strain BW149,1,,,,,,,
Bebaru virus,2,,,,,,,
Beggiatoa alba,1,,,,,,,
Beijerinckia derxii,1,,,,,,,
Beijerinckia derxii subsp. derxii,1,,,,,,,
Beijerinckia derxii subsp. venezuelae,1,,,,,,,
Beijerinckia indica,1,,,,,,,
Beijerinckia indica subsp. indica,1,,,,,,,
Beijerinckia indica subsp. lacticogenes,1,,,,,,,
Beijerinckia mobilis,1,,,,,,,
Belgrade (see Dobrava),3,,,,,,,
Bergeriella denitrificans,1,,,,,,,
Bergeyella zoohelcum,2,,,,,,,
Bernardetia litoralis,1,,,,,,,
Berne virus,2,,,,,,,
Besnoitia akodoni,1,,,,,,,
Besnoitia darlingi,1,,,,,,,
Betaarterivirus americense,1,,,,,,,
Betaarterivirus europensis,1,,,,,,,
Betabaculovirus adoranae,1,,,,,,,
Betabaculovirus agsegetum,1,,,,,,,
Betabaculovirus alterclanastomosis,1,,,,,,,
Betabaculovirus arrapae,1,,,,,,,
Betabaculovirus chofumiferanae,1,,,,,,,
Betabaculovirus clanachoretae,1,,,,,,,
Betabaculovirus clanastomosis,1,,,,,,,
Betabaculovirus cryleucotretae,1,,,,,,,
Betabaculovirus cypomonellae,1,,,,,,,
Betabaculovirus disaccharalis,1,,,,,,,
Betabaculovirus epaporemae,1,,,,,,,
Betabaculovirus erellonis,1,,,,,,,
Betabaculovirus habrilliantis,1,,,,,,,
Betabaculovirus helarmigerae,1,,,,,,,
Betabaculovirus lacoleraceae,1,,,,,,,
Betabaculovirus myunipunctae,1,,,,,,,
Betabaculovirus phoperculellae,1,,,,,,,
Betabaculovirus plinterpunctellae,1,,,,,,,
Betabaculovirus pluxylostellae,1,,,,,,,
Betabaculovirus spliturae,1,,,,,,,
Betabaculovirus spofrugiperdae,1,,,,,,,
Betabaculovirus trini,1,,,,,,,
Betabaculovirus xecnigri,1,,,,,,,
Betacoronavirus cameli,3,,,,,,,
Betacoronavirus gravedinis (excluding human coronavirus OC43),1,,,,,,,
Betacoronavirus gravedinis (human coronavirus OC43),2,,,,,,,
Betacoronavirus muris,2,,,,,,,
Betainfluenzavirus influenzae,2,,,,,,,
Betapolyomavirus hominis,2,,,,,,,
Betapolyomavirus macacae,2,,,,,,,
Betapolyomavirus quartihominis,2,,,,,,,
Betapolyomavirus secuhominis,2,,,,,,,
Betapolyomavirus tertihominis,2,,,,,,,
Betaretrovirus maspfimon,1,,,,,,,
Betaretrovirus murmamtum,1,,,,,,,
Beutenbergia cavernae,1,,,,,,,
Bhanja,3,,,,,,,
Bibersteinia trehalosi,1,,,,,,,
Bifidobacterium adolescentis,1,,,,,,,
Bifidobacterium angulatum,1,,,,,,,
Bifidobacterium animalis,1,,,,,,,
Bifidobacterium animalis subsp. animalis,1,,,,,,,
Bifidobacterium animalis subsp. lactis,1,,,,,,,
Bifidobacterium asteroides,1,,,,,,,
Bifidobacterium bifidum,1,,,,,,,
Bifidobacterium boum,1,,,,,,,
Bifidobacterium breve,1,,,,,,,
Bifidobacterium catenulatum,1,,,,,,,
Bifidobacterium choerinum,1,,,,,,,
Bifidobacterium cuniculi,1,,,,,,,
Bifidobacterium dentium,2,,,,,,,
Bifidobacterium gallicum,1,,,,,,,
Bifidobacterium gallinarum,1,,,,,,,
Bifidobacterium gallinarum subsp. saeculare,1,,,,,,,
Bifidobacterium globosum,1,,,,,,,
Bifidobacterium indicum,1,,,,,,,
Bifidobacterium longum,1,,,,,,,
Bifidobacterium longum subsp. infantis,1,,,,,,,
Bifidobacterium longum subsp. suis,1,,,,,,,
Bifidobacterium magnum,1,,,,,,,
Bifidobacterium merycicum,1,,,,,,,
Bifidobacterium minimum,1,,,,,,,
Bifidobacterium pseudocatenulatum,1,,,,,,,
Bifidobacterium pseudolongum,1,,,,,,,
Bifidobacterium pullorum,1,,,,,,,
Bifidobacterium ruminantium,1,,,,,,,
Bifidobacterium subtile,1,,,,,,,
Bifidobacterium thermophilum,1,,,,,,,
Biostraticola tofi,1,,,,,,,
Bipolaris sorokiniana,1,,,,,,,
Bjerkandera adusta,2,,,,,,,
Blastobacter henricii,1,,,,,,,
Blastochloris sulfoviridis,1,,,,,,,
Blastochloris viridis,1,,,,,,,
Blastococcus aggregatus,1,,,,,,,
Blastocystis hominis,2,,,,,,,
Blastomonas natatoria,1,,,,,,,
Blastomonas ursincola,1,,,,,,,
Blastomyces dermatitidis,3,,,,,,,
Blastomyces gilchristii,3,,,,,,,
Blastomyces helicus,3,,,,,,,
Blastomyces parvus,2,,,,,,,
Blastomyces percursus,3,,,,,,,
Blastomyces silverae,2,,,,,,,
Blastopirellula marina,1,,,,,,,
Blattabacterium cuenoti,1,,,,,,,
Blautia coccoides,1,,,,,,,
Blautia hansenii,1,,,,,,,
Blautia hydrogenotrophica,1,,,,,,,
Blautia obeum,1,,,,,,,
Blautia schinkii,1,,,,,,,
Bluetongue virus,3,,,,,,,
Bocaparvovirus primate1,2,,,,,,,
Bocaparvovirus primate2,2,,,,,,,
Bocaparvovirus ungulate1,1,,,,,,,
Bogoriella caseilytica,1,,,,,,,
Boletus punctipes,1,,,,,,,
Bonamia ostreae,1,,,,,,,
Border disease virus,2,,,,,,,
Bordetella avium,1,,,,,,,
Bordetella bronchiseptica,2,,,,,,,
Bordetella hinzii,2,,,,,,,
Bordetella holmesii,2,,,,,,,
Bordetella parapertussis,2,,,,,,,
Bordetella pertussis,2,,,,,,,
Bordetella pertussis strain 10536,2,,,,,,,
Bordetella pertussis strain 1092-17,2,,,,,,,
Bordetella trematum,2,,,,,,,
Borna disease virus,2,,,,,,,
Borrelia afzelii,2,,,,,,,
Borrelia anserina,2,,,,,,,
Borrelia baltazardii,2,,,,,,,
Borrelia bissettiae,2,,,,,,,
Borrelia burgdorferi,2,,,,,,,
Borrelia caucasica,2,,,,,,,
Borrelia crocidurae,2,,,,,,,
Borrelia duttonii,2,,,,,,,
Borrelia garinii,2,,,,,,,
Borrelia graingeri,2,,,,,,,
Borrelia hermsii,2,,,,,,,
Borrelia hispanica,2,,,,,,,
Borrelia japonica,1,,,,,,,
Borrelia latyschewii,2,,,,,,,
Borrelia lusitaniae,1,,,,,,,
Borrelia mazzottii,2,,,,,,,
Borrelia miyamotoi,2,,,,,,,
Borrelia parkeri,2,,,,,,,
Borrelia persica,2,,,,,,,
Borrelia recurrentis,2,,,,,,,
Borrelia turicatae,2,,,,,,,
Borrelia valaisiana,2,,,,,,,
Borrelia venezuelensis,2,,,,,,,
Bosea thiooxidans,1,,,,,,,
Botrytis cinerea,1,,,,,,,
Bourbon virus,3,,,,,,,
Bovine Spongiform Encephalopathy (BSE) agent,3,,,,,,,
Bovine coronavirus,2,,,,,,,
Bovine diarrhoea virus,2,,,,,,,
Bovine enteric calicivirus,2,,,,,,,
Bovine enteroviruses types 1-7,2,,,,,,,
Bovine ephemeral fever virus,3,,,,,,,
Bovine foamy virus,2,,,,,,,
Bovine herpesvirus 1,2,,,,,,,
Bovine herpesviruses 2 to 4,2,,,,,,,
Bovine immunodeficiency virus (BIV),3,,,,,,,
Bovine leukemia virus,3,,,,,,,
"Bovine lymphosarcoma virus (Bovine leukaemia virus, BLV)",3,,,,,,,
Bovine papilloma virus,2,,,,,,,
Bovine polyomavirus (BpoV),2,,,,,,,
Bovine respiratory syncytial virus (BRSV),2,,,,,,,
Bovine rhinoviruses (Types 1 to 3),2,,,,,,,
Bovine spongiform encephalopathy (BSE),3,,,,,,,
Bovine syncytial virus (BSV),2,,,,,,,
Bovine viral diarrhea virus,1,,,,,,,
Brachybacterium alimentarium,1,,,,,,,
Brachybacterium conglomeratum,1,,,,,,,
Brachybacterium faecium,1,,,,,,,
Brachybacterium nesterenkovii,1,,,,,,,
Brachybacterium paraconglomeratum,1,,,,,,,
Brachybacterium rhamnosum,1,,,,,,,
Brachybacterium tyrofermentans,1,,,,,,,
Brachymonas denitrificans,1,,,,,,,
Brachyspira aalborgi,2,,,,,,,
Brachyspira alvinipulli,2,,,,,,,
Brachyspira canis,1,,,,,,,
Brachyspira hyodysenteriae,2,,,,,,,
Brachyspira innocens,2,,,,,,,
Brachyspira intermedia,1,,,,,,,
Brachyspira murdochii,1,,,,,,,
Brachyspira pilosicoli,2,,,,,,,
Bradyrhizobium denitrificans,1,,,,,,,
Bradyrhizobium elkanii,1,,,,,,,
Bradyrhizobium japonicum,1,,,,,,,
Bradyrhizobium liaoningense,1,,,,,,,
Bradyrhizobium oligotrophicum,1,,,,,,,
Breda virus,2,,,,,,,
Brenneria alni,1,,,,,,,
Brenneria nigrifluens,1,,,,,,,
Brenneria rubrifaciens,1,,,,,,,
Brenneria salicis,1,,,,,,,
Brettanomyces nanus,1,,,,,,,
Brevibacillus agri,1,,,,,,,
Brevibacillus borstelensis,1,,,,,,,
Brevibacillus brevis,1,,,,,,,
Brevibacillus centrosporus,1,,,,,,,
Brevibacillus choshinensis,1,,,,,,,
Brevibacillus formosus,1,,,,,,,
Brevibacillus laterosporus,1,,,,,,,
Brevibacillus parabrevis,1,,,,,,,
Brevibacillus reuszeri,1,,,,,,,
Brevibacillus thermoruber,1,,,,,,,
Brevibacterium avium,1,,,,,,,
Brevibacterium casei,2,,,,,,,
Brevibacterium epidermidis,2,,,,,,,
Brevibacterium helvolum,1,,,,,,,
Brevibacterium iodinum,1,,,,,,,
Brevibacterium linens,1,,,,,,,
Brevibacterium mcbrellneri,2,,,,,,,
Brevibacterium otitidis,2,,,,,,,
Brevinema andersonii,1,,,,,,,
Brevundimonas alba,1,,,,,,,
Brevundimonas aurantiaca,1,,,,,,,
Brevundimonas bacteroides,1,,,,,,,
Brevundimonas bullata,1,,,,,,,
Brevundimonas diminuta,2,,,,,,,
Brevundimonas intermedia,1,,,,,,,
Brevundimonas subvibrioides,1,,,,,,,
Brevundimonas variabilis,1,,,,,,,
Brevundimonas vesicularis,2,,,,,,,
Breznakibacter xylanolyticus,1,,,,,,,
Brochothrix campestris,1,,,,,,,
Brochothrix thermosphacta,1,,,,,,,
Brooklynella hostilis,1,,,,,,,
Brucella abortus,3,,,,,,,
Brucella abortus RB51 strain,2,,,,,,,
Brucella abortus strain 19,2,,,,,,,
Brucella anthropi,2,,,,,,,
Brucella canis,3,,,,,,,
Brucella ceti,3,,,,,,,
Brucella intermedia,2,,,,,,,
Brucella melitensis,3,,,,,,,
Brucella neotomae,3,,,,,,,
Brucella ovis,3,,,,,,,
Brucella pinnipedialis,3,,,,,,,
Brucella suis,3,,,,,,,
Bruconha virus,3,,,,,,,
Brugia malayi,2,,,,,,,
Brugia pahangi,2,,,,,,,
Buchananella hordeovulneris,1,,,,,,,
Buchnera aphidicola,1,,,,,,,
Budvicia aquatica,1,,,,,,,
Buffalopox virus,2,,,,,,,
Bullfrog (TEV),2,,,,,,,
Bunya viruses (Bunyaviridae),3,,,,,,,
Bunyamwera virus,2,,,,,,,
Bunyavirus,3,,,,,,,
Burkholderia ambifaria,1,,,,,,,
