name,rg_label,genome_type,transmission_route,host_range,environmental_stability,treatment_available,infectious_dose,zoonotic
Muribaculum gordoncarteri,1,,,,,,,
Murine cytomegalovirus,2,,,,,,,
Murine hepatitis virus,2,,,,,,,
Murine leukemia virus,3,,,,,,,
Murine leukemia virus (B10 xenotropic virus 1),1,,,,,,,
Murine mammary tumor viruses (MMTV),3,,,,,,,
"Murine poliovirus (Theiler's encephalomyelitis virus, TO, FA, GD7)",2,,,,,,,
Murine rotavirus,1,,,,,,,
Murine sarcoma viruses (MuSV),3,,,,,,,
Muromegalovirus muridbeta1,1,,,,,,,
Muromegalovirus muridbeta2,1,,,,,,,
Murray Valley encephalitis virus,3,,,,,,,
Musicola paradisiaca,1,,,,,,,
Mycobacterium abscessus,2,,,,,,,
Mycobacterium africanum,3,,,,,,,
Mycobacterium agri,1,,,,,,,
Mycobacterium aichiense,1,,,,,,,
Mycobacterium alvei,1,,,,,,,
Mycobacterium aquae,1,,,,,,,
Mycobacterium arupense,1,,,,,,,
Mycobacterium asiaticum,2,,,,,,,
Mycobacterium aurum,1,,,,,,,
Mycobacterium austroafricanum,2,,,,,,,
Mycobacterium avium,2,,,,,,,
Mycobacterium avium complex,2,,,,,,,
Mycobacterium avium subsp. avium,2,,,,,,,
Mycobacterium avium subsp. hominissuis,2,,,,,,,
Mycobacterium avium subsp. paratuberculosis,2,,,,,,,
Mycobacterium avium subsp. silvaticum,2,,,,,,,
Mycobacterium boenickei,2,,,,,,,
Mycobacterium bohemicum,2,,,,,,,
Mycobacterium botniense,2,,,,,,,
Mycobacterium bovis,3,,,,,,,
Mycobacterium bovis ATCC 19210,3,,,,,,,
Mycobacterium bovis BCG,2,,,,,,,
Mycobacterium bovis BCG ATCC 35741,2,,,,,,,
Mycobacterium bovis BCG genetically modified VPM1002,1,,,,,,,
Mycobacterium branderi,2,,,,,,,
Mycobacterium brumae,1,,,,,,,
Mycobacterium canettii,3,,,,,,,
Mycobacterium caprae,3,,,,,,,
Mycobacterium celatum,2,,,,,,,
Mycobacterium chelonae,2,,,,,,,
Mycobacterium chesapeaki,1,,,,,,,
Mycobacterium chitae,1,,,,,,,
Mycobacterium chlorophenolicum,1,,,,,,,
Mycobacterium chubuense,1,,,,,,,
Mycobacterium confluentis,1,,,,,,,
Mycobacterium conspicuum,2,,,,,,,
Mycobacterium cookii,1,,,,,,,
Mycobacterium diernhoferi,1,,,,,,,
Mycobacterium doricum,2,,,,,,,
Mycobacterium duvalii,2,,,,,,,
Mycobacterium elephantis,2,,,,,,,
Mycobacterium engbaekii,1,,,,,,,
Mycobacterium fallax,1,,,,,,,
Mycobacterium farcinogenes,1,,,,,,,
Mycobacterium flavescens,2,,,,,,,
Mycobacterium fortuitum,2,,,,,,,
Mycobacterium fortuitum subsp. acetamidolyticum,2,,,,,,,
Mycobacterium fortuitum subsp. fortuitum,2,,,,,,,
Mycobacterium frederiksbergense,2,,,,,,,
Mycobacterium gadium,2,,,,,,,
Mycobacterium gastri,2,,,,,,,
Mycobacterium genavense,2,,,,,,,
Mycobacterium genomospecies 1,1,,,,,,,
Mycobacterium genomospecies 2,1,,,,,,,
Mycobacterium genomospecies 4,1,,,,,,,
Mycobacterium gilvum,1,,,,,,,
Mycobacterium goodii,1,,,,,,,
Mycobacterium gordonae,2,,,,,,,
Mycobacterium haemophilum,2,,,,,,,
Mycobacterium hassiacum,1,,,,,,,
Mycobacterium heckeshornense,2,,,,,,,
Mycobacterium heidelbergense,2,,,,,,,
Mycobacterium hiberniae,1,,,,,,,
Mycobacterium hodleri,2,,,,,,,
Mycobacterium holsaticum,1,,,,,,,
Mycobacterium houstonense,1,,,,,,,
Mycobacterium immunogenum,1,,,,,,,
Mycobacterium interjectum,2,,,,,,,
Mycobacterium intermedium,2,,,,,,,
Mycobacterium intracellulare,2,,,,,,,
Mycobacterium intracellulare subsp. chimaera,2,,,,,,,
Mycobacterium kansasii,2,,,,,,,
Mycobacterium komossense,1,,,,,,,
Mycobacterium kubicae,2,,,,,,,
Mycobacterium lentiflavum,2,,,,,,,
Mycobacterium leprae,2,,,,,,,
Mycobacterium lepraemurium,1,,,,,,,
Mycobacterium limosum,2,,,,,,,
Mycobacterium madagascariense,2,,,,,,,
Mycobacterium mageritense,2,,,,,,,
Mycobacterium malmoense,2,,,,,,,
Mycobacterium manitobense,1,,,,,,,
Mycobacterium marinum,2,,,,,,,
Mycobacterium microti,3,,,,,,,
Mycobacterium moriokaense,1,,,,,,,
Mycobacterium mucogenicum,2,,,,,,,
Mycobacterium mungi,3,,,,,,,
Mycobacterium murale,2,,,,,,,
Mycobacterium neoaurum,1,,,,,,,
Mycobacterium nonchromogenicum,2,,,,,,,
Mycobacterium novocastrense,2,,,,,,,
Mycobacterium obuense,2,,,,,,,
Mycobacterium orygis,3,,,,,,,
Mycobacterium palustre,2,,,,,,,
Mycobacterium paraffinicum,2,,,,,,,
Mycobacterium parafortuitum,1,,,,,,,
Mycobacterium peregrinum,2,,,,,,,
Mycobacterium petroleophilum,1,,,,,,,
Mycobacterium phlei,2,,,,,,,
Mycobacterium pinnipedii,3,,,,,,,
Mycobacterium porcinum,1,,,,,,,
Mycobacterium poriferae,1,,,,,,,
Mycobacterium pulveris,1,,,,,,,
Mycobacterium rhodesiae,2,,,,,,,
Mycobacterium scrofulaceum,2,,,,,,,
Mycobacterium senegalense,1,,,,,,,
Mycobacterium septicum,2,,,,,,,
Mycobacterium shimoidei,2,,,,,,,
Mycobacterium simiae,2,,,,,,,
Mycobacterium smegmatis,2,,,,,,,
Mycobacterium sphagni,1,,,,,,,
Mycobacterium strain JC1,2,,,,,,,
Mycobacterium szulgai,2,,,,,,,
Mycobacterium terrae,2,,,,,,,
Mycobacterium thermoresistibile,2,,,,,,,
Mycobacterium tokaiense,1,,,,,,,
Mycobacterium triplex,2,,,,,,,
Mycobacterium triviale,1,,,,,,,
Mycobacterium tuberculosis,3,,,,,,,
Mycobacterium tuberculosis Erdman,3,,,,,,,
Mycobacterium tuberculosis H37Ra,2,,,,,,,
Mycobacterium tuberculosis H37Rv,3,,,,,,,
Mycobacterium tuberculosis MC2 6020,2,,,,,,,
Mycobacterium tuberculosis MC2 6030,2,,,,,,,
Mycobacterium tuberculosis MC2 6206,2,,,,,,,
Mycobacterium tuberculosis MC2 6230,2,,,,,,,
Mycobacterium tuberculosis R1Rv (TMC 205),2,,,,,,,
Mycobacterium tuberculosis extensively drug resistant (XDR) strain,3,,,,,,,
Mycobacterium tuberculosis mc2 7000,2,,,,,,,
Mycobacterium tusciae,2,,,,,,,
Mycobacterium ulcerans,2,,,,,,,
Mycobacterium vaccae,1,,,,,,,
Mycobacterium wolinskyi,2,,,,,,,
Mycobacterium xenopi,2,,,,,,,
Mycoplana dimorpha,1,,,,,,,
Mycoplana ramosa,1,,,,,,,
Mycoplasma anseris,1,,,,,,,
Mycoplasma capricolum,2,,,,,,,
Mycoplasma capricolum subsp. capricolum,2,,,,,,,
Mycoplasma capricolum subsp. capripneumoniae,1,,,,,,,
Mycoplasma cavipharyngis,1,,,,,,,
Mycoplasma collis,1,,,,,,,
Mycoplasma cottewii,1,,,,,,,
Mycoplasma elephantis,1,,,,,,,
Mycoplasma feliminutum,1,,,,,,,
Mycoplasma haemofelis,1,,,,,,,
Mycoplasma imitans,1,,,,,,,
Mycoplasma indiense,1,,,,,,,
Mycoplasma leonicaptivi,1,,,,,,,
Mycoplasma leopharyngis,1,,,,,,,
Mycoplasma mirum,1,,,,,,,
Mycoplasma mobile,1,,,,,,,
Mycoplasma mycoides,1,,,,,,,
Mycoplasma mycoides subsp. capri,1,,,,,,,
Mycoplasma mycoides subsp. capri PG3,1,,,,,,,
Mycoplasma mycoides subsp. mycoides LCT,1,,,,,,,
Mycoplasma mycoides subsp. mycoides SCT,1,,,,,,,
Mycoplasma ovis,1,,,,,,,
Mycoplasma oxoniense,1,,,,,,,
Mycoplasma phocae,1,,,,,,,
Mycoplasma putrefaciens,1,,,,,,,
Mycoplasma simbae,1,,,,,,,
Mycoplasma spermatophilum,1,,,,,,,
Mycoplasma suis,2,,,,,,,
Mycoplasma testudinis,1,,,,,,,
Mycoplasma yeatsii,1,,,,,,,
Mycoplasma zalophidermidis,1,,,,,,,
Mycoplasmoides alvi,1,,,,,,,
Mycoplasmoides fastidiosum,1,,,,,,,
Mycoplasmoides gallisepticum,1,,,,,,,
Mycoplasmoides genitalium,2,,,,,,,
Mycoplasmoides pirum,1,,,,,,,
Mycoplasmoides pneumoniae,2,,,,,,,
Mycoplasmopsis agalactiae,1,,,,,,,
Mycoplasmopsis anatis,1,,,,,,,
Mycoplasmopsis bovigenitalium,1,,,,,,,
Mycoplasmopsis bovirhinis,1,,,,,,,
Mycoplasmopsis bovis,1,,,,,,,
Mycoplasmopsis californica,1,,,,,,,
Mycoplasmopsis canis,1,,,,,,,
Mycoplasmopsis caviae,2,,,,,,,
Mycoplasmopsis citelli,1,,,,,,,
Mycoplasmopsis columbina,1,,,,,,,
Mycoplasmopsis columboralis,1,,,,,,,
Mycoplasmopsis cricetuli,1,,,,,,,
Mycoplasmopsis cynos,1,,,,,,,
Mycoplasmopsis felifaucium,1,,,,,,,
Mycoplasmopsis felis,1,,,,,,,
Mycoplasmopsis fermentans,2,,,,,,,
Mycoplasmopsis gallinacea,1,,,,,,,
Mycoplasmopsis gallinarum,1,,,,,,,
Mycoplasmopsis hyopharyngis,1,,,,,,,
Mycoplasmopsis iners,1,,,,,,,
Mycoplasmopsis lipophila,1,,,,,,,
Mycoplasmopsis meleagridis,1,,,,,,,
Mycoplasmopsis mustelae,1,,,,,,,
Mycoplasmopsis opalescens,1,,,,,,,
Mycoplasmopsis primatum,2,,,,,,,
Mycoplasmopsis pulmonis,2,,,,,,,
Mycoplasmopsis synoviae,1,,,,,,,
Myobia musculi,1,,,,,,,
Myroides odoratimimus,2,,,,,,,
Myroides odoratus,2,,,,,,,
Myxococcus fulvus,1,,,,,,,
Myxococcus stipitatus,1,,,,,,,
Myxococcus virescens,1,,,,,,,
Myxococcus xanthus,1,,,,,,,
Myxoma virus,3,,,,,,,
NC-37,1,,,,,,,
NFS-60,1,,,,,,,
NIH 3T3,1,,,,,,,
NK-92MI,1,,,,,,,
Naegleria australiensis,2,,,,,,,
Naegleria fowleri,3,,,,,,,
Naegleria lovaniensis,1,,,,,,,
Naganishia albida,2,,,,,,,
Nairobi Sheep Disease,3,,,,,,,
Nairobi sheep disease virus,1,,,,,,,
Nakamurella multipartita,1,,,,,,,
Nakaseomyces glabratus,2,,,,,,,
Nanay virus,2,,,,,,,
Nannizzia gypsea,2,,,,,,,
Nannizzia lorica,2,,,,,,,
Nannizzia nana,2,,,,,,,
Nannizzia praecox,2,,,,,,,
Nannocystis exedens,1,,,,,,,
Nanophyetus salmincola,2,,,,,,,
Natively folded recombinant Prion Protein (PrP),1,,,,,,,
Natrialba asiatica,1,,,,,,,
Natrialba magadii,1,,,,,,,
Natribacillus halophilus,1,,,,,,,
Natrinema pallidum,1,,,,,,,
Natrinema pellirubrum,1,,,,,,,
Natrobacillus oremlandii,1,,,,,,,
Natroniella acetigena,1,,,,,,,
Natronincola histidinovorans,1,,,,,,,
Natronobacterium gregoryi,1,,,,,,,
Natronococcus amylolyticus,1,,,,,,,
Natronococcus occultus,1,,,,,,,
Natronomonas pharaonis,1,,,,,,,
Natronorubrum bangense,1,,,,,,,
Natronorubrum tibetense,1,,,,,,,
Ndumu virus,3,,,,,,,
Necator americanus,2,,,,,,,
Negevirus,1,,,,,,,
Negishi virus,3,,,,,,,
Neisseria animalis,1,,,,,,,
Neisseria canis,1,,,,,,,
Neisseria cinerea,2,,,,,,,
Neisseria dentiae,1,,,,,,,
Neisseria elongata subsp. elongata,2,,,,,,,
Neisseria elongata subsp. glycolytica,2,,,,,,,
Neisseria elongata subsp. nitroreducens,2,,,,,,,
Neisseria flava,2,,,,,,,
Neisseria flavescens,2,,,,,,,
Neisseria gonorrhoeae,2,,,,,,,
Neisseria gonorrhoeae Notable subspecies: N. kochii (genetic intermediate between N. gonorrhoeae and N. meningitidis),2,,,,,,,
Neisseria lactamica,2,,,,,,,
Neisseria macacae,1,,,,,,,
Neisseria meningitidis,2,,,,,,,
Neisseria mucosa,2,,,,,,,
Neisseria perflava,2,,,,,,,
Neisseria polysaccharea,2,,,,,,,
Neisseria sicca,2,,,,,,,
Neisseria subflava,2,,,,,,,
Neisseria weaveri,2,,,,,,,
Neobacillus niacini,1,,,,,,,
Neocamarosporium betae,1,,,,,,,
Neocosmospora phaseoli,1,,,,,,,
Neopestalotiopsis clavispora,1,,,,,,,
Neopestalotiopsis rosae,1,,,,,,,
Neorhizobium galegae,1,,,,,,,
Neorhizobium huautlense,1,,,,,,,
Neorickettsia helminthoeca,1,,,,,,,
Neorickettsia risticii,1,,,,,,,
Neosiphonia paniculata,1,,,,,,,
Neospora caninum,1,,,,,,,
Neospora hughesi,1,,,,,,,
Neptunomonas naphthovorans,1,,,,,,,
Nesterenkonia halobia,1,,,,,,,
Nevskia ramosa,1,,,,,,,
Newcastle disease virus,3,,,,,,,
"Newt viruses (T 6 to 21, LT 1 to 4)",2,,,,,,,
Nhumirim virus,2,,,,,,,
Niallia circulans,1,,,,,,,
Niallia nealsonii,1,,,,,,,
Nipah virus,4,,,,,,,
Nitratidesulfovibrio oxamicus,1,,,,,,,
Nitratidesulfovibrio termitidis,1,,,,,,,
Nitratidesulfovibrio vulgaris,1,,,,,,,
Nitriliruptor alkaliphilus,2,,,,,,,
Nitrobacter alkalicus,1,,,,,,,
Nitrobacter winogradskyi,1,,,,,,,
Nitrococcus mobilis,1,,,,,,,
Nitrosococcus nitrosus,1,,,,,,,
Nitrosococcus oceani,1,,,,,,,
Nitrosomonas europaea,1,,,,,,,
Nitrosospira briensis,1,,,,,,,
Nitrosospira multiformis,1,,,,,,,
Nitrosospira tenuis,1,,,,,,,
Nitrospina gracilis,1,,,,,,,
Nitrospira marina,1,,,,,,,
Nitrospirillum amazonense,1,,,,,,,
Niveispirillum irakense,1,,,,,,,
Nocardia abscessus,2,,,,,,,
Nocardia africana,2,,,,,,,
Nocardia albiluteola,1,,,,,,,
Nocardia anaemiae,2,,,,,,,
Nocardia aobensis,2,,,,,,,
Nocardia araoensis,2,,,,,,,
Nocardia arthriditis,2,,,,,,,
Nocardia asiatica,2,,,,,,,
Nocardia asteroides,2,,,,,,,
Nocardia beijingensis,2,,,,,,,
Nocardia brasiliensis,2,,,,,,,
Nocardia carnea,2,,,,,,,
Nocardia coeliaca,2,,,,,,,
Nocardia concava,1,,,,,,,
Nocardia corynebacterioides,1,,,,,,,
Nocardia crassostreae,1,,,,,,,
Nocardia cyriacigeorgica,2,,,,,,,
Nocardia devorans,1,,,,,,,
Nocardia farcinica,2,,,,,,,
Nocardia flavorosea,1,,,,,,,
Nocardia fluminea,1,,,,,,,
Nocardia globerula,1,,,,,,,
Nocardia higoensis,2,,,,,,,
Nocardia ignorata,1,,,,,,,
Nocardia inohanensis,2,,,,,,,
Nocardia levis,1,,,,,,,
Nocardia niigatensis,2,,,,,,,
Nocardia nova,2,,,,,,,
Nocardia otitidiscaviarum,2,,,,,,,
Nocardia paucivorans,2,,,,,,,
Nocardia pneumoniae,2,,,,,,,
Nocardia pseudobrasiliensis,2,,,,,,,
Nocardia salmonicida,2,,,,,,,
Nocardia salmonicida subsp. cummidelens,1,,,,,,,
Nocardia seriolae,2,,,,,,,
Nocardia shimofusensis,2,,,,,,,
Nocardia sienata,2,,,,,,,
Nocardia terpenica,1,,,,,,,
Nocardia testacea,2,,,,,,,
Nocardia thailandica,2,,,,,,,
Nocardia transvalensis,2,,,,,,,
Nocardia uniformis,2,,,,,,,
Nocardia vaccinii,1,,,,,,,
Nocardia vermiculata,2,,,,,,,
Nocardia veterana,2,,,,,,,
Nocardia yamanashiensis,2,,,,,,,
Nocardioides albus,1,,,,,,,
Nocardioides insulae,1,,,,,,,
Nocardioides jensenii,1,,,,,,,
Nocardioides luteus,1,,,,,,,
Nocardioides nitrophenolicus,1,,,,,,,
Nocardioides plantarum,1,,,,,,,
Nocardioides pyridinolyticus,1,,,,,,,
Nocardioides simplex,1,,,,,,,
Nocardiopsis alba,1,,,,,,,
Nocardiopsis alborubida,2,,,,,,,
Nocardiopsis dassonvillei,2,,,,,,,
Nocardiopsis halophila,1,,,,,,,
Nocardiopsis kunsanensis,1,,,,,,,
Nocardiopsis listeri,1,,,,,,,
Nocardiopsis lucentensis,1,,,,,,,
Nocardiopsis prasina,1,,,,,,,
Nocardiopsis synnemataformans,2,,,,,,,
Nodularia spumigena,1,,,,,,,
Nonomuraea africana,1,,,,,,,
Nonomuraea angiospora,1,,,,,,,
Nonomuraea coxensis,1,,,,,,,
Nonomuraea fastidiosa,1,,,,,,,
Nonomuraea ferruginea,1,,,,,,,
Nonomuraea helvata,1,,,,,,,
Nonomuraea longicatena,1,,,,,,,
Nonomuraea polychroma,1,,,,,,,
Nonomuraea pusilla,1,,,,,,,
Nonomuraea recticatena,1,,,,,,,
Nonomuraea roseola,1,,,,,,,
Nonomuraea roseoviolacea,1,,,,,,,
Nonomuraea roseoviolacea subsp. carminata,1,,,,,,,
Nonomuraea rubra,1,,,,,,,
Nonomuraea salmonea,1,,,,,,,
Nonomuraea spiralis,1,,,,,,,
Nonomuraea turkmeniaca,1,,,,,,,
Norovirus (former Norwalk virus),2,,,,,,,
Norovirus norwalkense (except murine norovirus 1),2,,,,,,,
Norovirus norwalkense (murine norovirus 1),1,,,,,,,
Nosema cuniculi,2,,,,,,,
Nosema locustae,1,,,,,,,
Novirhabdovirus piscine,1,,,,,,,
Novirhabdovirus salmonid,1,,,,,,,
Novispirillum itersonii,1,,,,,,,
Novispirillum itersonii subsp. itersonii,1,,,,,,,
Novispirillum itersonii subsp. nipponicum,1,,,,,,,
Novosphingobium aromaticivorans,1,,,,,,,
Novosphingobium capsulatum,1,,,,,,,
Novosphingobium resinovorum,1,,,,,,,
Novosphingobium rosa,1,,,,,,,
Novosphingobium subterraneum,1,,,,,,,
O'Nyong-Nyong virus,2,,,,,,,
Obesumbacterium proteus,1,,,,,,,
Oceanidesulfovibrio gabonensis,1,,,,,,,
Oceanimonas doudoroffii,1,,,,,,,
Oceanispirochaeta litoralis,1,,,,,,,
Oceanobacillus iheyensis,1,,,,,,,
Oceanobacter kriegii,1,,,,,,,
Oceanospirillum beijerinckii,1,,,,,,,
Oceanospirillum linum,1,,,,,,,
Oceanospirillum maris,1,,,,,,,
Oceanospirillum multiglobuliferum,1,,,,,,,
Oceanospirillum vagum,1,,,,,,,
Octadecabacter antarcticus,1,,,,,,,
Octadecabacter arcticus,1,,,,,,,
Odoribacter splanchnicus,2,,,,,,,
Oenococcus oeni,1,,,,,,,
Oerskovia enterophila,1,,,,,,,
Oerskovia turbata,1,,,,,,,
Ogataea polymorpha,1,,,,,,,
Oidiodendron griseum,1,,,,,,,
Okadaella gastrococcus,2,,,,,,,
Okhotskiy virus,2,,,,,,,
Oligella ureolytica,2,,,,,,,
Oligella urethralis,2,,,,,,,
Olsenella uli,1,,,,,,,
Omsk hemorrhagic fever virus,4,,,,,,,
Oncorhynchus-Masou virus,2,,,,,,,
Onychocola canadensis,1,,,,,,,
Opisthorchis felineus,2,,,,,,,
Opisthorchis viverrini,2,,,,,,,
Orbivirus alphaequi,1,,,,,,,
"Orbivirus alphaequi experimentally neuroadapted strains, serotypes 1 and 6",2,,,,,,,
Orbivirus alphamitchellense,2,,,,,,,
Orbivirus betamitchellense,2,,,,,,,
Orbivirus caerulinguae,1,,,,,,,
Orbivirus chenudaense,2,,,,,,,
Orbivirus deltamitchellense,2,,,,,,,
Orbivirus eubenangeense,2,,,,,,,
Orbivirus gammamitchellense,2,,,,,,,
Orbivirus lebomboense,2,,,,,,,
Orbivirus magninsulae,2,,,,,,,
Orbivirus orungoense,3,,,,,,,
Orbivirus palyamense,2,,,,,,,
Orbivirus ruminantium,1,,,,,,,
Orbivirus trinidadense,2,,,,,,,
Orbivirus umatillaense,2,,,,,,,
Orbivirus wadmedaniense,2,,,,,,,
Orbiviruses,2,,,,,,,
Orenia marismortui,1,,,,,,,
Orenia salinaria,1,,,,,,,
Orf virus,2,,,,,,,
Oribacterium asaccharolyticum,1,,,,,,,
Oribacterium parvum,1,,,,,,,
Oribacterium sinus,1,,,,,,,
Orientia tsutsugamushi,3,,,,,,,
Ornithinibacillus bavariensis,1,,,,,,,
Ornithinibacillus californiensis,1,,,,,,,
Ornithinibacillus contaminans,2,,,,,,,
Ornithinibacillus scapharcae,2,,,,,,,
Ornithinibacter aureus CCUG 53201(T),2,,,,,,,
Ornithinicoccus hortensis,1,,,,,,,
Ornithobacterium rhinotracheale,1,,,,,,,
Ornithodoros moubata,1,,,,,,,
Oropouche virus,3,,,,,,,
Orthoavulavirus italiense,2,,,,,,,
Orthoavulavirus javaense,2,,,,,,,
Orthoavulavirus javaense Newcastle disease virus Lentogenic strain La Sota,2,,,,,,,
"Orthoavulavirus javaense Newcastle disease virus Lentogenic strains: Hitchner B1, N79, V4",2,,,,,,,
"Orthoavulavirus javaense Newcastle disease virus Mesogenic strains: NJ-Roakin, Mukteswar, Komorov, Roakin",2,,,,,,,
Orthoavulavirus newyorkense,1,,,,,,,
Orthobornavirus bornaense,2,,,,,,,
Orthobunyavirus acaraense,2,,,,,,,
Orthobunyavirus achiotei,2,,,,,,,
Orthobunyavirus ainoense,1,,,,,,,
Orthobunyavirus akabaneense,3,,,,,,,
Orthobunyavirus angeloense,2,,,,,,,
Orthobunyavirus bakauense,2,,,,,,,
Orthobunyavirus batamaense,3,,,,,,,
Orthobunyavirus botambiense,2,,,,,,,
Orthobunyavirus bunyamweraense,2,,,,,,,
Orthobunyavirus bushbushense,2,,,,,,,
Orthobunyavirus bwambaense,2,,,,,,,
Orthobunyavirus cacheense,2,,,,,,,
Orthobunyavirus capimense,2,,,,,,,
Orthobunyavirus caraparuense,2,,,,,,,
Orthobunyavirus catuense (Catu virus),2,,,,,,,
Orthobunyavirus catuense (Moju virus),2,,,,,,,
Orthobunyavirus cuchillaense,2,,,,,,,
Orthobunyavirus encephalitidis,2,,,,,,,
Orthobunyavirus enseadaense,3,,,,,,,
Orthobunyavirus gamboaense,2,,,,,,,
Orthobunyavirus guajaraense,2,,,,,,,
Orthobunyavirus guamaense,2,,,,,,,
Orthobunyavirus guaroaense,2,,,,,,,
Orthobunyavirus horizonteense,2,,,,,,,
Orthobunyavirus insulae,3,,,,,,,
Orthobunyavirus jamestownense,2,,,,,,,
Orthobunyavirus kaengkhoiense,2,,,,,,,
Orthobunyavirus kernense,2,,,,,,,
Orthobunyavirus keystoneense,2,,,,,,,
Orthobunyavirus khatangaense,2,,,,,,,
Orthobunyavirus koongoli,2,,,,,,,
Orthobunyavirus lacrosseense,2,,,,,,,
Orthobunyavirus lumboense,2,,,,,,,
Orthobunyavirus madridense,2,,,,,,,
Orthobunyavirus maritubaense,2,,,,,,,
Orthobunyavirus melajoense,2,,,,,,,
Orthobunyavirus mitchellense,2,,,,,,,
Orthobunyavirus mpokoense,2,,,,,,,
Orthobunyavirus nyandoense,2,,,,,,,
Orthobunyavirus oribocaense,2,,,,,,,
Orthobunyavirus oropoucheense,3,,,,,,,
Orthobunyavirus patoisense,2,,,,,,,
Orthobunyavirus sedlecense,2,,,,,,,
Orthobunyavirus shuniense,2,,,,,,,
Orthobunyavirus simbuense,2,,,,,,,
Orthobunyavirus squalofluvii,2,,,,,,,
Orthobunyavirus tacaiumaense,2,,,,,,,
Orthobunyavirus tahynaense,2,,,,,,,
Orthobunyavirus teteense,2,,,,,,,
Orthobunyavirus thimiriense,2,,,,,,,
Orthobunyavirus timboteuaense,2,,,,,,,
Orthobunyavirus turlockense,2,,,,,,,
Orthobunyavirus wyeomyiae,2,,,,,,,
Orthoflavivirus apoiense,2,,,,,,,
Orthoflavivirus bagazaense,2,,,,,,,
Orthoflavivirus banziense,2,,,,,,,
Orthoflavivirus boubouiense,2,,,,,,,
Orthoflavivirus bravoense,2,,,,,,,
Orthoflavivirus cacipacoreense,3,,,,,,,
Orthoflavivirus careyense,2,,,,,,,
Orthoflavivirus cowboneense,2,,,,,,,
Orthoflavivirus dakarense,2,,,,,,,
Orthoflavivirus denguei,2,,,,,,,
Orthoflavivirus edgehillense,2,,,,,,,
Orthoflavivirus encephalitidis,4,,,,,,,
Orthoflavivirus entebbeense,3,,,,,,,
Orthoflavivirus flavi,3,,,,,,,
Orthoflavivirus flavi (Yellow fever virus vaccine strain 17D),2,,,,,,,
Orthoflavivirus gadgetsense,3,,,,,,,
Orthoflavivirus ilheusense (Ilheus virus),2,,,,,,,
Orthoflavivirus ilheusense (Rocio virus),3,,,,,,,
Orthoflavivirus israelense,3,,,,,,,
Orthoflavivirus japonicum,3,,,,,,,
Orthoflavivirus jugraense,2,,,,,,,
Orthoflavivirus jutiapaense,2,,,,,,,
Orthoflavivirus kadamense,2,,,,,,,
Orthoflavivirus kedougouense,3,,,,,,,
Orthoflavivirus kokoberaorum,2,,,,,,,
Orthoflavivirus koutangoense,3,,,,,,,
Orthoflavivirus kyasanurense (Alkhumra hemorrhagic fever virus),4,,,,,,,
Orthoflavivirus kyasanurense (Kyasanur Forest disease virus),4,,,,,,,
Orthoflavivirus langatense,2,,,,,,,
Orthoflavivirus louisense,3,,,,,,,
Orthoflavivirus loupingi,3,,,,,,,
Orthoflavivirus meabanense,3,,,,,,,
Orthoflavivirus modocense,2,,,,,,,
Orthoflavivirus montanaense,2,,,,,,,
Orthoflavivirus murrayense,3,,,,,,,
Orthoflavivirus nilense,3,,,,,,,
Orthoflavivirus nilense (West Nile virus NS5-E218A mutant strain),2,,,,,,,
Orthoflavivirus nilense NATtrol Inactivated,2,,,,,,,
Orthoflavivirus nilense RepliVax WN,2,,,,,,,
Orthoflavivirus ntayaense,2,,,,,,,
Orthoflavivirus omskense,4,,,,,,,
Orthoflavivirus perlitaense,3,,,,,,,
Orthoflavivirus phnompenhense,2,,,,,,,
Orthoflavivirus powassanense,3,,,,,,,
Orthoflavivirus royalense,2,,,,,,,
Orthoflavivirus saboyaense,2,,,,,,,
Orthoflavivirus saumarezense,3,,,,,,,
Orthoflavivirus sepikense,3,,,,,,,
Orthoflavivirus tembusu,2,,,,,,,
Orthoflavivirus tyuleniyense,2,,,,,,,
Orthoflavivirus ugandaense,2,,,,,,,
Orthoflavivirus usutuense,2,,,,,,,
Orthoflavivirus viejaense,3,,,,,,,
Orthoflavivirus yaoundeense,3,,,,,,,
Orthoflavivirus zikaense,2,,,,,,,
Orthohantavirus andesense,3,,,,,,,
Orthohantavirus asamaense,3,,,,,,,
Orthohantavirus bayoui,3,,,,,,,
Orthohantavirus caobangense,3,,,,,,,
Orthohantavirus chocloense,3,,,,,,,
Orthohantavirus delgaditoense,3,,,,,,,
Orthohantavirus dobravaense,3,,,,,,,
Orthohantavirus hantanense,3,,,,,,,
Orthohantavirus khabarovskense,3,,,,,,,
Orthohantavirus mamorense (Laguna negra virus),3,,,,,,,
Orthohantavirus maporalense,3,,,,,,,
Orthohantavirus nigrorivense,3,,,,,,,
Orthohantavirus oxbowense,3,,,,,,,
Orthohantavirus prospectense,2,,,,,,,
Orthohantavirus puumalaense,3,,,,,,,
Orthohantavirus sangassouense,3,,,,,,,
Orthohantavirus seoulense,3,,,,,,,
Orthohantavirus sinnombreense,3,,,,,,,
Orthohantavirus thailandense,3,,,,,,,
Orthohantavirus tulaense,3,,,,,,,
Orthohepadnavirus hominoidei,2,,,,,,,
Orthohepadnavirus marmotae,1,,,,,,,
Orthohepadnavirus sciuri,1,,,,,,,
Orthomarburgvirus marburgense,4,,,,,,,
Orthonairovirus bushkeyense,2,,,,,,,
