organism,risk_group,notes,source_url,query_term
adiacens,2,(Streptococcus adjacens),https://my.absa.org/RiskGroups,abiotrophia
balaena,2,PV (Streptococcus balaenus),https://my.absa.org/RiskGroups,abiotrophia
defectiva,2,(Streptococcus defectivus),https://my.absa.org/RiskGroups,abiotrophia
elegans,2,(Streptococcus elegans),https://my.absa.org/RiskGroups,abiotrophia
corymbifera,2,"Absidia ramosa | h,v | formerly Lichtheimia corymbifera",https://my.absa.org/RiskGroups,absidia
spp,2,Absidia corymbifera (synoym of Absidia ramosa) ; Absidia coerulea,https://my.absa.org/RiskGroups,absidia
castellanii,2,,https://my.absa.org/RiskGroups,acanthamoeba
culbertsoni,2,,https://my.absa.org/RiskGroups,acanthamoeba
spp,2,"Human and animal pathogen risk group 2 | AAH, AHH, GAE, PAM, ZOP",https://my.absa.org/RiskGroups,acanthamoeba
ethanolgignens,2,t | PV,https://my.absa.org/RiskGroups,acetivibrio
axanthum,2,t | PV,https://my.absa.org/RiskGroups,acholeplasma
granularum,2,t | PV,https://my.absa.org/RiskGroups,acholeplasma
hippikon,2,t | PV,https://my.absa.org/RiskGroups,acholeplasma
laidlawii,2,t | PV,https://my.absa.org/RiskGroups,acholeplasma
modicum,2,t | PV,https://my.absa.org/RiskGroups,acholeplasma
morum,2,t | PV,https://my.absa.org/RiskGroups,acholeplasma
oculi,2,t | PV,https://my.absa.org/RiskGroups,acholeplasma
xylosoxidans subsp. denitrificans,2,,https://my.absa.org/RiskGroups,achromobacter
xylosoxidans subsp. xylosoxidans,2,,https://my.absa.org/RiskGroups,achromobacter
piechaudii,2,Achromobacter piechaudii,https://my.absa.org/RiskGroups,achromobacter
fermentas,2,ht,https://my.absa.org/RiskGroups,acidaminococcus
spp.,2,plant pathogen,https://my.absa.org/RiskGroups,acidovorax
baumannii,2,Formerly Acinetobacter calcoaceticus,https://my.absa.org/RiskGroups,acinetobacter
calcoaceticus,2,,https://my.absa.org/RiskGroups,acinetobacter
haemolyticus,2,,https://my.absa.org/RiskGroups,acinetobacter
johnsonii,2,,https://my.absa.org/RiskGroups,acinetobacter
junii,2,,https://my.absa.org/RiskGroups,acinetobacter
lwoffi,2,TA,https://my.absa.org/RiskGroups,acinetobacter
spp.,2,,https://my.absa.org/RiskGroups,acinetobacter
falciforme,2,"h,v",https://my.absa.org/RiskGroups,acremonium
kiliense,2,"h,v",https://my.absa.org/RiskGroups,acremonium
recifei,2,h,https://my.absa.org/RiskGroups,acremonium
actinomycetemcomiana,2,Haemophilus actinomycetemcomitans,https://my.absa.org/RiskGroups,actinobacillus
capsulatus,2,t | PV,https://my.absa.org/RiskGroups,actinobacillus
delphinicola,2,t | PV?,https://my.absa.org/RiskGroups,actinobacillus
equuli,2,ht | PV,https://my.absa.org/RiskGroups,actinobacillus
hominis,2,,https://my.absa.org/RiskGroups,actinobacillus
lignieresii,2,ht | PV,https://my.absa.org/RiskGroups,actinobacillus
muris,2,PV,https://my.absa.org/RiskGroups,actinobacillus
pleuropneumoniae,2,t | PV (Haemophilus pleuropneumoniae),https://my.absa.org/RiskGroups,actinobacillus
rossii,2,t | PV,https://my.absa.org/RiskGroups,actinobacillus
seminis,2,t | PV,https://my.absa.org/RiskGroups,actinobacillus
suis,2,ht | PV,https://my.absa.org/RiskGroups,actinobacillus
urea,2,(Pasteurella ureae),https://my.absa.org/RiskGroups,actinobacillus
actinomycetemcomitans,2,(Actinobacillus actinomycetemcomitans),https://my.absa.org/RiskGroups,actinobacillus
pleuropneumoniae,2,PV (Actinobacillus pleuropneumoniae),https://my.absa.org/RiskGroups,actinobacillus
ureae,2,refer to Actinobacillus ureae,https://my.absa.org/RiskGroups,actinobacillus
schaalii,2,,https://my.absa.org/RiskGroups,actinobaculum
suis,2,t | PV (Actinomyces suis),https://my.absa.org/RiskGroups,actinobaculum
suis,2,PV (Actinobaculum suis,https://my.absa.org/RiskGroups,actinobaculum
madurae,2,ht,https://my.absa.org/RiskGroups,actinomadura
pelletieri,2,,https://my.absa.org/RiskGroups,actinomadura
bovis,2,t | PV,https://my.absa.org/RiskGroups,actinomyces
europaeus,2,,https://my.absa.org/RiskGroups,actinomyces
gerencseriae,2,,https://my.absa.org/RiskGroups,actinomyces
graevenitzii,2,,https://my.absa.org/RiskGroups,actinomyces
hordeovulneris,2,t | PV,https://my.absa.org/RiskGroups,actinomyces
hyovaginalis,2,t | PV,https://my.absa.org/RiskGroups,actinomyces
israelii,2,,https://my.absa.org/RiskGroups,actinomyces
meyeri,2,,https://my.absa.org/RiskGroups,actinomyces
naeslundii,2,ht,https://my.absa.org/RiskGroups,actinomyces
neuii,2,,https://my.absa.org/RiskGroups,actinomyces
odontolyticus,2,ht,https://my.absa.org/RiskGroups,actinomyces
pyogenes,2,Formerly Corynebacterium pyogenes | Arcanobacterium pyogenes,https://my.absa.org/RiskGroups,actinomyces
radingae,2,,https://my.absa.org/RiskGroups,actinomyces
spp.,2,species which are known to be pathogens in humans,https://my.absa.org/RiskGroups,actinomyces
turicensis,2,,https://my.absa.org/RiskGroups,actinomyces
viscosus,2,t,https://my.absa.org/RiskGroups,actinomyces
haemolyticum,2,Actinomyces haemolyticum,https://my.absa.org/RiskGroups,actinomyces
"Adenovirus (human, all types)",2,There are separate webpages for Adenovirus (excluding serotypes 40 and 41) and Adenovirus (excluding serotypes 40 and 41). The links for both pages are present in the previous column cell. | AR,https://my.absa.org/RiskGroups,adenoviridae
Adenovirus of the guinea pig (GPAV),2,TEN,https://my.absa.org/RiskGroups,adenoviridae
Aviadenoviruses,2,"PM, TEN",https://my.absa.org/RiskGroups,adenoviridae
pullorum,2,t | PV,https://my.absa.org/RiskGroups,aegyptianella
christensenii,2,+,https://my.absa.org/RiskGroups,aerococcus
urinae,2,,https://my.absa.org/RiskGroups,aerococcus
viridans,2,"TA, ht | TA",https://my.absa.org/RiskGroups,aerococcus
allosaccharophila,2,,https://my.absa.org/RiskGroups,aeromonas
bestiarum,2,ht+,https://my.absa.org/RiskGroups,aeromonas
caviae,2,ht,https://my.absa.org/RiskGroups,aeromonas
hydrophilia,2,,https://my.absa.org/RiskGroups,aeromonas
jandaei,2,ht,https://my.absa.org/RiskGroups,aeromonas
punctata,2,ht,https://my.absa.org/RiskGroups,aeromonas
salmonicida,2,t2,https://my.absa.org/RiskGroups,aeromonas
schubertii,2,,https://my.absa.org/RiskGroups,aeromonas
sobria,2,ht,https://my.absa.org/RiskGroups,aeromonas
trota,2,,https://my.absa.org/RiskGroups,aeromonas
tructi,2,,https://my.absa.org/RiskGroups,aeromonas
veronii,2,ht,https://my.absa.org/RiskGroups,aeromonas
broomeae,2,,https://my.absa.org/RiskGroups,afipia
clevelandensis,2,,https://my.absa.org/RiskGroups,afipia
felis,2,ht,https://my.absa.org/RiskGroups,afipia
capsulatus,3,"Listed as human and animal pathogen risk group 3; (mitosporic state : Histoplasma capsulatum) | h, v; teleomorph of Histoplasma capsulatum var. capsulatum; teleomorph of Histoplasma capsulatum var. duboisii; Emmonsiella capsulata , obsolete synonym | Histoplasma capsulatum var capsulatum",https://my.absa.org/RiskGroups,ajellomyces
dermatitidis,3,Both human and animal risk group 3 pathogen; (mitosporic state : Blastomyces dermatitidis) | See Blastomyces dermatitidis | t | h.v,https://my.absa.org/RiskGroups,ajellomyces
dermatitidis,3,"Ajellomyces dermatitidis | t | h, v | Ajellomyces dermatitidis)",https://my.absa.org/RiskGroups,ajellomyces
capsulatum var. capsulatum,3,"See Histoplasma spp. | teleomorph : Ajellomyces capsulatus | Ajellomyces capsulatus | h, v Histoplasma capsulatum var. capsulatum (dimorphic) | (var capsulatum, farcinimosum, duboisii))",https://my.absa.org/RiskGroups,ajellomyces
capsulatum var. duboisii,3,"See Histoplasma spp. | teleomorph : Ajellomyces capsulatus | h, v Histoplasma capsulatum var. duboisii (dimorphic)",https://my.absa.org/RiskGroups,ajellomyces
farcinimosum,3,See Histoplasma spp. | teleomorph : Ajellomyces capsulatus | (obsolete) H. capsulatum | Classified under SAPO,https://my.absa.org/RiskGroups,ajellomyces
denitrificans,1,,https://my.absa.org/RiskGroups,alcaligenes
faecalis,2,ht,https://my.absa.org/RiskGroups,alcaligenes
xylosoxidans,1,,https://my.absa.org/RiskGroups,alcaligenes
alcaligenes,2,,https://my.absa.org/RiskGroups,alcaligenes
otitis,2,,https://my.absa.org/RiskGroups,alloiococcus
enterica,2,+,https://my.absa.org/RiskGroups,allomonas
haloplanktis,1,PI Pseudoalteromonas haloplanktis,https://my.absa.org/RiskGroups,alteromonas
autotrophica,2,PIIC Pseudonocardia autotrophica,https://my.absa.org/RiskGroups,amycolata
succiniciproducens,2,ht,https://my.absa.org/RiskGroups,anaerobiospirillum
thomasii,2,ht,https://my.absa.org/RiskGroups,anaerobiospirillum
furcosus,2,Bacteroides furcosus,https://my.absa.org/RiskGroups,anaerorhabdus
caudatum,2,t | PV,https://my.absa.org/RiskGroups,anaplasma
centrale,2,t | PV,https://my.absa.org/RiskGroups,anaplasma
marginale,2,t | PV,https://my.absa.org/RiskGroups,anaplasma
ovis,2,t | PV,https://my.absa.org/RiskGroups,anaplasma
spp.,2,t,https://my.absa.org/RiskGroups,anaplasma
braziliense,2,Human and animal risk group 2 pathogen | Z,https://my.absa.org/RiskGroups,ancylostoma
ceylanicum,2,Z,https://my.absa.org/RiskGroups,ancylostoma
duodenale,2,Z | AHH,https://my.absa.org/RiskGroups,ancylostoma
spp,2,"Human hookworms | AHH, ZOP",https://my.absa.org/RiskGroups,ancylostoma
cantonensis,2,"Z | AHH, ZOP",https://my.absa.org/RiskGroups,angiostrongylus
costaricensis,2,Z | AHH,https://my.absa.org/RiskGroups,angiostrongylus
spp,2,"AAH, AHH",https://my.absa.org/RiskGroups,angiostrongylus
simplex,2,Z,https://my.absa.org/RiskGroups,anisakis
astaci,3,based on previous edition | v,https://my.absa.org/RiskGroups,aphanomyces
propionica,2,Propionibacterium propionicum,https://my.absa.org/RiskGroups,arachnia
propionicum,2,Arachnia propionica | Old name: Arachnia propionica,https://my.absa.org/RiskGroups,arachnia
bernardiae,2,,https://my.absa.org/RiskGroups,arcanobacterium
haemolyticum,2,Corynebacterium haemolyticum | ht,https://my.absa.org/RiskGroups,arcanobacterium
phocae,2,t | PV?,https://my.absa.org/RiskGroups,arcanobacterium
pyogenes,2,,https://my.absa.org/RiskGroups,arcanobacterium
butzleri,2,ht,https://my.absa.org/RiskGroups,arcobacter
cryaerophilus,2,ht | PV,https://my.absa.org/RiskGroups,arcobacter
Amapari virus,2,,https://my.absa.org/RiskGroups,arenaviridae
Equine arteritis,2,PM,https://my.absa.org/RiskGroups,arenaviridae
Flexal virus,3,PHV,https://my.absa.org/RiskGroups,arenaviridae
Guanarito virus,4,PHV,https://my.absa.org/RiskGroups,arenaviridae
Ippy virus,2,,https://my.absa.org/RiskGroups,arenaviridae
Junin virus,4,Except the candid #1 vaccine strain listed in Appendix B-II-D Risk Group2 (RG2) – Viruses | PHV,https://my.absa.org/RiskGroups,arenaviridae
Lactate dehydrogenase-elevating virus,2,PM,https://my.absa.org/RiskGroups,arenaviridae
Lassa virus,4,PHV,https://my.absa.org/RiskGroups,arenaviridae
LCM-Lassa complex,4,Lassa RG 4; Lymphocytic strains RG 3 | PHV,https://my.absa.org/RiskGroups,arenaviridae
Lymphocytic choriomeningitis (neurotropic) virus,3,RG 2 in animals | PHV,https://my.absa.org/RiskGroups,arenaviridae
Lymphocytic choriomeningitis (non-neurotropic) strains,3,PHV,https://my.absa.org/RiskGroups,arenaviridae
Machupo virus,4,PHV,https://my.absa.org/RiskGroups,arenaviridae
Mobala virus,3,PHV,https://my.absa.org/RiskGroups,arenaviridae
Mopeia viruses,4,PHV,https://my.absa.org/RiskGroups,arenaviridae
Parana virus,2,,https://my.absa.org/RiskGroups,arenaviridae
Pichinde virus,2,,https://my.absa.org/RiskGroups,arenaviridae
Sabia virus,4,PHV,https://my.absa.org/RiskGroups,arenaviridae
Simian haemorrhagic fever virus,2,PM,https://my.absa.org/RiskGroups,arenaviridae
Tacaribe complex,4,"NULL; see previous edition | Junin virus | for Guanarito, Junin, Sabia, Machupo; Flexal RG 3; Other RG 2",https://my.absa.org/RiskGroups,arenaviridae
Tamiami virus,2,,https://my.absa.org/RiskGroups,arenaviridae
Lujo virus,4,,https://my.absa.org/RiskGroups,arenaviridae
Chapare,4,,https://my.absa.org/RiskGroups,arenaviridae
hinshawii,2,All serotypes,https://my.absa.org/RiskGroups,arizona
nasoniae,1,n | PI,https://my.absa.org/RiskGroups,arsenophonus
creatinolyticus,2,,https://my.absa.org/RiskGroups,arthrobacter
cumminsii,2,,https://my.absa.org/RiskGroups,arthrobacter
woluwensis,2,,https://my.absa.org/RiskGroups,arthrobacter
benhamiae,2,"t, Z | h,v",https://my.absa.org/RiskGroups,arthroderma
simii,2,"human and animal pathogen risk group 2; (mitosporic state: Trichophyton simii) | t | v, h",https://my.absa.org/RiskGroups,arthroderma
vanbreuseghemii,2,"(mitosporic state : Trichophyton interdigitale) | t, Z | h,v",https://my.absa.org/RiskGroups,arthroderma
canis,2,"See Microsporum spp. | teleomorph : Arthroderma otae | A, t, Z | v, h | See Microsporum spp.; Allergen",https://my.absa.org/RiskGroups,arthroderma
gallinae,2,"See Microsporum spp. | teleomorph : Arthroderma grubyi | t | v; Trichophyton gallinae, obsolete synonym | See Microsporum spp.; Allergen",https://my.absa.org/RiskGroups,arthroderma
gypseum,2,"See Microsporum spp. | teleomorph Arthroderma gypseum & Arthroderma
incurvatum | t | v, h; Achorion gypseum, obsolete synonym; Arthroderma gypseum, teleomorph ;Arthroderma incurvatum, teleomorph | See Microsporum spp.; Allergen",https://my.absa.org/RiskGroups,arthroderma
nanum,2,"See Microsporum spp. | teleomorph : Arthroderma obtusum | t | v,h; Arthroderma obtusum, teleomorph | See Microsporum spp.; Allergen",https://my.absa.org/RiskGroups,arthroderma
persicolor,2,"See Microsporum spp. | teleomorph: Arthroderma persicolor | v, h; Arthroderma persicolor , teleomorph; Trichophyton persicolor, synonym | See Microsporum spp.; Allergen",https://my.absa.org/RiskGroups,arthroderma
gypsea,2,Arthroderma gypseum; mitosporic state : Microsporum gypseum | (obsolete) Arthroderma gypseum,https://my.absa.org/RiskGroups,arthroderma
obtusa,2,Arthroderma obtusum; mitosporic state Microsporum nanum | (obsolete) Arthroderma obtusum,https://my.absa.org/RiskGroups,arthroderma
otae,2,Arthroderma otae; mitosporic state: Microsporum canis | (obsolete) Arthroderma otae,https://my.absa.org/RiskGroups,arthroderma
persicolor,2,Arthroderma persicolor; mitosporic state: Microsporum persicolor | (obsolete) Arthroderma persicolor,https://my.absa.org/RiskGroups,arthroderma
erinacei,2,"See Trichophyton spp. | teleomorph: Arthroderma benhamiae | t, Z | (obsolete) T. mentagrophytes var. erinacei",https://my.absa.org/RiskGroups,arthroderma
simii,2,"See Trichophyton spp. | teleomorph: Arthroderma simii | t | v, h",https://my.absa.org/RiskGroups,arthroderma
lumbricoides,2,"G, C | A | A, Z | AHH",https://my.absa.org/RiskGroups,ascaris
spp,2,,https://my.absa.org/RiskGroups,ascaris
suum,2,"A | A, Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,ascaris
brasiliensis,2,,https://my.absa.org/RiskGroups,aspergillus
flavus,2,"C | A, T, TA | h, v, p",https://my.absa.org/RiskGroups,aspergillus
fumigatus,2,"C | Both human and animal risk group 2 pathogen | A | A, T | h, v A. phialiseptus, obsolete synonym",https://my.absa.org/RiskGroups,aspergillus
nidulans,2,"+, A, t | h,v",https://my.absa.org/RiskGroups,aspergillus
niger,2,"Plant only | A, T, TA | h,v",https://my.absa.org/RiskGroups,aspergillus
ochraceus,2,v,https://my.absa.org/RiskGroups,aspergillus
spp,2,A,https://my.absa.org/RiskGroups,aspergillus
ustus,2,X,https://my.absa.org/RiskGroups,aspergillus
Astroviruses,2,"PM, PH",https://my.absa.org/RiskGroups,astroviridae
fossor,2,t,https://my.absa.org/RiskGroups,atopobium
minutum,2,,https://my.absa.org/RiskGroups,atopobium
parvulum,2,,https://my.absa.org/RiskGroups,atopobium
rimae,2,,https://my.absa.org/RiskGroups,atopobium
vaginae,2,,https://my.absa.org/RiskGroups,atopobium
divergens,2,"RG 3 in animals | Z | AHH, ZOP | A",https://my.absa.org/RiskGroups,babesia
microti,2,"RG 3 in animals | Z | AHH, ZOP",https://my.absa.org/RiskGroups,babesia
spp,2,"AAH, AHH, ZOP",https://my.absa.org/RiskGroups,babesia
anthracis,3,"Biosafety level 3 practices and facilities are recommended for work with anthrax; Agriculture Canada may also require special conditions for the use or importation of this agent | T, V, Z | Except for attenuated starins devoid of pX02 and/or pX01 | Vaccine available",https://my.absa.org/RiskGroups,bacillus
cereus,2,"T, TA | Biovar anthracis | PP? PV?",https://my.absa.org/RiskGroups,bacillus
lentimorbus,1,PI,https://my.absa.org/RiskGroups,bacillus
popiliae,1,PI,https://my.absa.org/RiskGroups,bacillus
pseudomycoides,2,,https://my.absa.org/RiskGroups,bacillus
sphaericus,1,PI PIIC,https://my.absa.org/RiskGroups,bacillus
thuringiensis,2,"+, n | PI PIIC",https://my.absa.org/RiskGroups,bacillus
cereus Biovar anthracis,3,,https://my.absa.org/RiskGroups,bacillus
larvae,3,"+, n2 | PI, old name Bacillus larvae",https://my.absa.org/RiskGroups,bacillus
caccae,2,,https://my.absa.org/RiskGroups,bacteroides
capillosus,2,,https://my.absa.org/RiskGroups,bacteroides
coagulans,2,,https://my.absa.org/RiskGroups,bacteroides
distasonis,2,,https://my.absa.org/RiskGroups,bacteroides
eggerthii,2,,https://my.absa.org/RiskGroups,bacteroides
forsythus,2,,https://my.absa.org/RiskGroups,bacteroides
fragilis,2,"TA, ht | TA",https://my.absa.org/RiskGroups,bacteroides
helcogenes,2,t | PV,https://my.absa.org/RiskGroups,bacteroides
ovatus,2,,https://my.absa.org/RiskGroups,bacteroides
putredinis,2,,https://my.absa.org/RiskGroups,bacteroides
pyogenes,2,ht | PV,https://my.absa.org/RiskGroups,bacteroides
ruminicola,2,Prevotella brevis,https://my.absa.org/RiskGroups,bacteroides
splanchnicus,2,,https://my.absa.org/RiskGroups,bacteroides
tectus,2,PV,https://my.absa.org/RiskGroups,bacteroides
thetaiotaomicron,2,,https://my.absa.org/RiskGroups,bacteroides
uniformis,2,,https://my.absa.org/RiskGroups,bacteroides
ureolyticus,2,,https://my.absa.org/RiskGroups,bacteroides
pneumosintes,2,formerly bacteroides pneumosintes,https://my.absa.org/RiskGroups,bacteroides
nodosus,2,formerly bacteroides nodosus | PV,https://my.absa.org/RiskGroups,bacteroides
multacida,2,old name Bacteroides multacidus,https://my.absa.org/RiskGroups,bacteroides
endodontalis,2,Bacteroides endodontalis | Old name: Bacteroides endodontalis,https://my.absa.org/RiskGroups,bacteroides
gingivalis,2,Bacteroides gingivalis (Human opportunistic pathogen) | ht | Old name: Bacteroides gingivalis,https://my.absa.org/RiskGroups,bacteroides
levii,2,ht | Old name: Bacteroides levii,https://my.absa.org/RiskGroups,bacteroides
macacae,2,ht | PV; Old name: Bacteroides macacae,https://my.absa.org/RiskGroups,bacteroides
bivia,2,ht | Old name: Bacteroides bivius,https://my.absa.org/RiskGroups,bacteroides
brevis,2,"ht | (Prevotella ruminicola subsp. brevis, Bacteroides ruminicola subsp. brevis)",https://my.absa.org/RiskGroups,bacteroides
buccae,2,ht | Old name: Bacteroides buccae,https://my.absa.org/RiskGroups,bacteroides
buccalis,2,Old name: Bacteroides buccalis,https://my.absa.org/RiskGroups,bacteroides
corporis,2,Old name: Bacteroides corporis,https://my.absa.org/RiskGroups,bacteroides
denticola,2,ht | Old name: Bacteroides denticola,https://my.absa.org/RiskGroups,bacteroides
disiens,2,Old name: Bacteroides disiens,https://my.absa.org/RiskGroups,bacteroides
intermedia,2,ht | Old name: Bacteroides intermedius,https://my.absa.org/RiskGroups,bacteroides
loescheii,2,Old name: Bacteroides loescheii,https://my.absa.org/RiskGroups,bacteroides
melaninogenica,2,"ht | Old name:Bacteroides melaninogenicus, Bacteroides melaninogenicus subsp. Melaninogenicus",https://my.absa.org/RiskGroups,bacteroides
oralis,2,ht | Old name:Bacteroides oralis,https://my.absa.org/RiskGroups,bacteroides
oris,2,Old name: Bacteroides oris,https://my.absa.org/RiskGroups,bacteroides
ruminicola,2,Old name:Bacteroides ruminicola subsp. Ruminicola,https://my.absa.org/RiskGroups,bacteroides
praeacuta,2,"Bacteroides praeacutus, Clostridium hastiforme | ht | Old name: Bacteroides praeacutus",https://my.absa.org/RiskGroups,bacteroides
Invertebrate baculoviruses,2,A containment level appropriate for RG1 human agents is recommended for their use.,https://my.absa.org/RiskGroups,baculoviridae
coli,2,"Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,balantidium
alpica,2,,https://my.absa.org/RiskGroups,balneatrix
alsatica,3,ht,https://my.absa.org/RiskGroups,bartonella
bacilliformis,3,,https://my.absa.org/RiskGroups,bartonella
clarridgeiae,3,Z,https://my.absa.org/RiskGroups,bartonella
doshiae,3,t | PV,https://my.absa.org/RiskGroups,bartonella
elizabethae,3,Z,https://my.absa.org/RiskGroups,bartonella
grahamii,3,Z | PV,https://my.absa.org/RiskGroups,bartonella
henselae,2,Z,https://my.absa.org/RiskGroups,bartonella
quintana,2,Rochalimaea quintana | Z,https://my.absa.org/RiskGroups,bartonella
spp.,3,Rochalimaea spp.,https://my.absa.org/RiskGroups,bartonella
talpae,3,t | PV,https://my.absa.org/RiskGroups,bartonella
taylorii,3,t | PV,https://my.absa.org/RiskGroups,bartonella
tribocorum,3,t,https://my.absa.org/RiskGroups,bartonella
vinsonii,2,t (subsp. vinsonii) | PV,https://my.absa.org/RiskGroups,bartonella
weisii,3,,https://my.absa.org/RiskGroups,bartonella
haptosporus,2,"t | h, v B. ranarum",https://my.absa.org/RiskGroups,basidiobolus
alginolytica,2,"TA, Z | TA",https://my.absa.org/RiskGroups,beneckea
parahaemolytica,2,,https://my.absa.org/RiskGroups,beneckea
vulnificia,2,Vibrio vulnificus,https://my.absa.org/RiskGroups,beneckea
alginolyticus,2,"Beneckea alginolytica | TA, Z | TA; (= Beneckea alginolytica)",https://my.absa.org/RiskGroups,beneckea
parahaemolyticus,2,Benecka parahaemolytica | Z | (= Beneckea parahaemolytic),https://my.absa.org/RiskGroups,beneckea
vulnificus,2,Beneckea vulnifica | Z | Old name:  Beneckea vulnifica,https://my.absa.org/RiskGroups,beneckea
zoohelcum,2,Z,https://my.absa.org/RiskGroups,bergeyella
dentium,2,,https://my.absa.org/RiskGroups,bifidobacterium
wadsworthia,2,ht,https://my.absa.org/RiskGroups,bilophila
Drosophila X virus,2,,https://my.absa.org/RiskGroups,birnaviridae
Infectious bursal disease virus,2,t2 | PM,https://my.absa.org/RiskGroups,birnaviridae
Infectious pancreatic necrosis virus,3,t2,https://my.absa.org/RiskGroups,birnaviridae
Rotifer birnavirus,2,,https://my.absa.org/RiskGroups,birnaviridae
hominis,2,"Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,blastocystis
dermatitidis,3,Blastomyces dermatitidis; mitosporic Ajellomycetaceae | (obsolete) Blastomyces dermatitidis,https://my.absa.org/RiskGroups,blastomyces
avium,2,t | PV,https://my.absa.org/RiskGroups,bordetella
bronchiseptica,2,ht,https://my.absa.org/RiskGroups,bordetella
hinzii,2,ht,https://my.absa.org/RiskGroups,bordetella
holmesii,2,,https://my.absa.org/RiskGroups,bordetella
parapertussis,2,ht,https://my.absa.org/RiskGroups,bordetella
pertussis,2,"V | T, V | Vaccine available",https://my.absa.org/RiskGroups,bordetella
trematum,2,,https://my.absa.org/RiskGroups,bordetella
Borna disease virus,2,RG 3 in animals | PM,https://my.absa.org/RiskGroups,bornaviridae
afzelii,2,Z,https://my.absa.org/RiskGroups,borrelia
anserina,2,t,https://my.absa.org/RiskGroups,borrelia
baltazardii,2,Z,https://my.absa.org/RiskGroups,borrelia
brasiliensis,2,t | PV,https://my.absa.org/RiskGroups,borrelia
burgdorferi,2,,https://my.absa.org/RiskGroups,borrelia
caucasica,2,Z,https://my.absa.org/RiskGroups,borrelia
coriaceae,3,t | PV,https://my.absa.org/RiskGroups,borrelia
crocidurae,2,Z,https://my.absa.org/RiskGroups,borrelia
dugesii,2,t | PV,https://my.absa.org/RiskGroups,borrelia
duttoni,2,Z,https://my.absa.org/RiskGroups,borrelia
garinii,2,,https://my.absa.org/RiskGroups,borrelia
graingeri,2,Z,https://my.absa.org/RiskGroups,borrelia
harveyi,2,t | PV,https://my.absa.org/RiskGroups,borrelia
hermsii,2,Z,https://my.absa.org/RiskGroups,borrelia
hispanica,2,Z,https://my.absa.org/RiskGroups,borrelia
latyschewii,2,Z,https://my.absa.org/RiskGroups,borrelia
mazzottii,2,Z,https://my.absa.org/RiskGroups,borrelia
miyamotoi,2,Z,https://my.absa.org/RiskGroups,borrelia
parkeri,2,Z,https://my.absa.org/RiskGroups,borrelia
persica,2,Z,https://my.absa.org/RiskGroups,borrelia
recurrentis,2,,https://my.absa.org/RiskGroups,borrelia
spp.,2,mammalian spp. | species which are known to be pathogens in humans,https://my.absa.org/RiskGroups,borrelia
tanukii,2,t+ | PV,https://my.absa.org/RiskGroups,borrelia
theileri,2,t | PV,https://my.absa.org/RiskGroups,borrelia
tillae,2,t | PV,https://my.absa.org/RiskGroups,borrelia
turdi,2,t+ | PV,https://my.absa.org/RiskGroups,borrelia
turicatae,2,Z,https://my.absa.org/RiskGroups,borrelia
valaisiana,2,Z,https://my.absa.org/RiskGroups,borrelia
venezuelensis,2,Z,https://my.absa.org/RiskGroups,borrelia
aalborgi,2,ht,https://my.absa.org/RiskGroups,brachyspira
alvinipulli,2,t,https://my.absa.org/RiskGroups,brachyspira
hyodysenteriae,2,t,https://my.absa.org/RiskGroups,brachyspira
innocens,2,t,https://my.absa.org/RiskGroups,brachyspira
pilosicoli,2,ht,https://my.absa.org/RiskGroups,brachyspira
hyodysenteriae,2,"Treponema hyodysenteriae , Brachyspira hyodysenteriae | PV;  (Treponema hyodysenteriae,Serpula hyodysenteriae)",https://my.absa.org/RiskGroups,brachyspira
intermedia,2,Brachyspira intermedia | PV,https://my.absa.org/RiskGroups,brachyspira
pilosicol,2,Brachyspira pilosicoli,https://my.absa.org/RiskGroups,brachyspira
avium,2,t,https://my.absa.org/RiskGroups,brevibacterium
mcbrellneri,2,,https://my.absa.org/RiskGroups,brevibacterium
otitidis,2,+,https://my.absa.org/RiskGroups,brevibacterium
andersonii,2,t | PV,https://my.absa.org/RiskGroups,brevinema
diminuta,2,+,https://my.absa.org/RiskGroups,brevundimonas
abortus,3,"iosafety level 2 practices for activities involving clinical materials of human or animal origin; Biosafety level 3 containment, practices and facilities for all manipulations of cultures and for experimental animal studies. | Z | Except for the attenduate strains 19 or RB51",https://my.absa.org/RiskGroups,brucella
canis,3,"Biosafety level 2 practices for activities involving clinical materials of human or animal origin; Biosafety level 3 containment, practices and facilities for all manipulations of cultures and for experimental animal studies. | Z",https://my.absa.org/RiskGroups,brucella
melitensis,3,"Biosafety level 2 practices for activities involving clinical materials of human or animal origin; Biosafety level 3 containment, practices and facilities for all manipulations of cultures and for experimental animal studies. | Z",https://my.absa.org/RiskGroups,brucella
neotomae,3,Z,https://my.absa.org/RiskGroups,brucella
ovis,3,Z,https://my.absa.org/RiskGroups,brucella
spp.,3,"Australia (except B. ovis) | Biosafety level 2 practices for activities involving clinical materials of human or animal origin; Biosafety level 3 containment, practices and facilities for all manipulations of cultures and for experimental animal studies.",https://my.absa.org/RiskGroups,brucella
suis,3,"Biosafety level 2 practices for activities involving clinical materials of human or animal origin; Biosafety level 3 containment, practices and facilities for all manipulations of cultures and for experimental animal studies. | Z",https://my.absa.org/RiskGroups,brucella
