organism,risk_group,notes,source_url,query_term
farcinica,2,ht,https://my.absa.org/RiskGroups,nocardia
nova,2,ht,https://my.absa.org/RiskGroups,nocardia
otitidiscaviarum,2,ht,https://my.absa.org/RiskGroups,nocardia
pseudobrasiliensis,2,,https://my.absa.org/RiskGroups,nocardia
salmonicida,2,t2 | PV,https://my.absa.org/RiskGroups,nocardia
seriolae,2,t2 | PV,https://my.absa.org/RiskGroups,nocardia
transvalensis,2,,https://my.absa.org/RiskGroups,nocardia
dassonvillei,2,"(including  subsp. dassonvillei, prasina)",https://my.absa.org/RiskGroups,nocardiopsis
anthropi,2,"TA, ht | TA",https://my.absa.org/RiskGroups,ochrobactrum
gallopava,3,"RG 2 in animals | v,h",https://my.absa.org/RiskGroups,ochroconis
dentatum,2,t2,https://my.absa.org/RiskGroups,oesophagostomum
spp,2,"Filaria worms | AAH, AHH",https://my.absa.org/RiskGroups,onchocerca
volvulus,2,AHH,https://my.absa.org/RiskGroups,onchocerca
felineus,2,"Opisthorchis spp. | Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,opisthorchis
spp,2,Opisthorchis spp. | AHH,https://my.absa.org/RiskGroups,opisthorchis
rhinotracheale,2,t | PV,https://my.absa.org/RiskGroups,ornithobacterium
Avian influenza virus (Fowl plague),3,Exotic pathogenic strains | RG 3 in animals,https://my.absa.org/RiskGroups,orthomyxoviridae
Dhori virus (DHOV),3,Tick-borne orthomyxoviridae,https://my.absa.org/RiskGroups,orthomyxoviridae
Equine influenza virus 1 (H7N7) and 2 (H3N8),2,RG 3 in animals,https://my.absa.org/RiskGroups,orthomyxoviridae
Influenza virus,2,"Types A, B, and C (Except those listed in Appendix B-III-D (1918-1919 H1N1 (1918 H1N1), human H2N2 (1957-1968), and highly pathogenic avian influenza H5N1 strains within the Goose/Guangdong/96-like H5 lineage (HPAI H5N1) (RG3)) | (execept pathogenic avian influenza, equine influenza, swine influenza (quarantine requirements)) | Types A, B, C | (types A, B and C), V, (c) | PM PHV PH | Vaccine available  (Types A, B, C)",https://my.absa.org/RiskGroups,orthomyxoviridae
Influenza virus (vaccine strain),2,,https://my.absa.org/RiskGroups,orthomyxoviridae
Seal influenza virus A,3,,https://my.absa.org/RiskGroups,orthomyxoviridae
Swine influenza virus A,2,,https://my.absa.org/RiskGroups,orthomyxoviridae
Thogoto virus,3,Tick-borne orthomyxoviridae | PHV,https://my.absa.org/RiskGroups,orthomyxoviridae
Tick-borne orthomyxoviridae,2,Dhori- and Thogoto | (Dhori and Thogota); see previous edition,https://my.absa.org/RiskGroups,orthomyxoviridae
Influenza A virus subtype H5N1,3,,https://my.absa.org/RiskGroups,orthomyxoviridae
Influenza A virus subtype H7N9,3,,https://my.absa.org/RiskGroups,orthomyxoviridae
1918 Pandemic Influenza virus,4,,https://my.absa.org/RiskGroups,orthomyxoviridae
variotii,2,"mitosporic Trichocomaceae | A | h ;P. indicus, obsolete synonym; Penicillium aureo-cinnamomeum, obsolete synonym; Penicillium divaricatum, obsolete synonym; Spicaria divaricata, obsolete synonym",https://my.absa.org/RiskGroups,paecilomyces
popilliae,2,n,https://my.absa.org/RiskGroups,paenibacillus
stewartii,2,"p | PP, QUA",https://my.absa.org/RiskGroups,pantoea
BK and JC viruses,2,"D, (d) | PH",https://my.absa.org/RiskGroups,papovaviridae
Bovine papilloma virus,2,"For strains that are infectious to human cells, otherwise RG1 | t2 | PM",https://my.absa.org/RiskGroups,papovaviridae
Bovine papilloma virus,2,"For strains that are infectious to human cells, otherwise RG1 | t2",https://my.absa.org/RiskGroups,papovaviridae
Bovine polyomavirus (BpoV),2,,https://my.absa.org/RiskGroups,papovaviridae
Cotton rabbit papilloma virus,2,PM,https://my.absa.org/RiskGroups,papovaviridae
Hamster (HaP virus),2,t2,https://my.absa.org/RiskGroups,papovaviridae
Leopard frog papovavirus,2,I 4 to 5,https://my.absa.org/RiskGroups,papovaviridae
"Monkey (SV40, SA-12, STMV, LPV)",2,,https://my.absa.org/RiskGroups,papovaviridae
Mouse (K virus),2,Murine polyomavirus,https://my.absa.org/RiskGroups,papovaviridae
Papillomaviruses (HPV),2,"D, (d) | PH",https://my.absa.org/RiskGroups,papovaviridae
"Papillomaviruses of dog, rabbit (Shope papillomavirus), horse, cat, cattle and goat",2,"For strains that are infectious to human cells, otherwise RG1",https://my.absa.org/RiskGroups,papovaviridae
Polyoma virus,2,"For strains that are infectious to human cells, otherwise RG1 | PM PH PHV",https://my.absa.org/RiskGroups,papovaviridae
Rabbit (RK virus),2,Rabbit kidney vacuolating virus | t2,https://my.absa.org/RiskGroups,papovaviridae
Shope papilloma virus,2,t2,https://my.absa.org/RiskGroups,papovaviridae
Simian virus 40 (SV40),2,"For strains that are infectious to human cells, otherwise RG1 | PHV",https://my.absa.org/RiskGroups,papovaviridae
westermanii,2,Z,https://my.absa.org/RiskGroups,paragonimus
Avian paramyxovirus (not 1),2,2 through 9 | t2 | PM,https://my.absa.org/RiskGroups,paramyxoviridae
Avian paramyxovirus 1 (Newcastle Disease Virus),2,RG 3 in animals | EPD; PHV; equal synonym Avian parainfluenza virus 1,https://my.absa.org/RiskGroups,paramyxoviridae
Bovine respiratory syncytial virus (BRSV),2,t2 | PM,https://my.absa.org/RiskGroups,paramyxoviridae
Canine distemper virus (Carre's virus),3,t2 | PM,https://my.absa.org/RiskGroups,paramyxoviridae
Equine morbillivirus (EMV) (see Hendra virus),4,"Hendra virus | RG 3 in animals; See Hendra | NYR, PHV",https://my.absa.org/RiskGroups,paramyxoviridae
Hendra virus,4,"RG 3 in animals | NYR, PHV",https://my.absa.org/RiskGroups,paramyxoviridae
Human metapneumonovirus,2,,https://my.absa.org/RiskGroups,paramyxoviridae
Mapuera,3,t2,https://my.absa.org/RiskGroups,paramyxoviridae
Measles virus,2,Vaccination available | V | PH | Vaccine available,https://my.absa.org/RiskGroups,paramyxoviridae
Menangle,2,NULL; see previous edition,https://my.absa.org/RiskGroups,paramyxoviridae
Morbillivirus,4,Classified under SAPO,https://my.absa.org/RiskGroups,paramyxoviridae
Mumps virus,2,Vaccination available | V | PH | Vaccine available,https://my.absa.org/RiskGroups,paramyxoviridae
Newcastle disease virus,3,"exotic strains, (non-virulent endemic strains are RG2) | RG 3 in animals | EPD PHV | Classified under SAPO",https://my.absa.org/RiskGroups,paramyxoviridae
Nipah virus,4,RG 3 in animals | NYR,https://my.absa.org/RiskGroups,paramyxoviridae
Parainfluenza viruses,2,"Types 1, 2, 3, and 4 | Human Types 2,4 | Types 1-4 | types 1-4 | PM, PHV | Types 1 and 3",https://my.absa.org/RiskGroups,paramyxoviridae
Peste des petits ruminants virus (PPRV),4,t4 | EPD; PM,https://my.absa.org/RiskGroups,paramyxoviridae
Phocine distemper virus,3,t2 | PM; Seal distemper virus,https://my.absa.org/RiskGroups,paramyxoviridae
Pneumonia virus of mice,2,Murine pneumonia | t2 | PM,https://my.absa.org/RiskGroups,paramyxoviridae
Respiratory syncytial virus,2,PH (human),https://my.absa.org/RiskGroups,paramyxoviridae
Rinderpest virus (Cattle plague virus),4,t4 | EPD; PM,https://my.absa.org/RiskGroups,paramyxoviridae
Sendai virus (murine parainfluenza virus type 1),2,t2 | PM,https://my.absa.org/RiskGroups,paramyxoviridae
Turkey rhinotracheitis (TRT),2,PM; Avian pneumovirus,https://my.absa.org/RiskGroups,paramyxoviridae
Adeno-associated viruses AAV,2,"AAV 2, 3, and 5 RG1 AAV 1, 4, 6, 11 RG2 | PH, AAV",https://my.absa.org/RiskGroups,parvoviridae
Aleutian mink disease virus,3,t2 | PM; equal synonym Aleutian diesease virus,https://my.absa.org/RiskGroups,parvoviridae
Animal parvoviruses,2,PM,https://my.absa.org/RiskGroups,parvoviridae
Canine parvovirus (CPV),2,PM,https://my.absa.org/RiskGroups,parvoviridae
Feline panleukopenia virus,2,t2 | PM,https://my.absa.org/RiskGroups,parvoviridae
Goose parvovirus,2,,https://my.absa.org/RiskGroups,parvoviridae
Hamster H-1 virus,2,H-1 parvovirus | t2,https://my.absa.org/RiskGroups,parvoviridae
Kilham rat virus (KRV),2,t2 | PM; equal synonym Rat virus,https://my.absa.org/RiskGroups,parvoviridae
Lapine parvovirus,2,,https://my.absa.org/RiskGroups,parvoviridae
Mink enteritis virus,3,t2 | PM,https://my.absa.org/RiskGroups,parvoviridae
Parvovirus,2,(B19) | May be teratogenic | B19 | Parvovirus,https://my.absa.org/RiskGroups,parvoviridae
Porcine parvovirus,2,t2 | PM,https://my.absa.org/RiskGroups,parvoviridae
bettyae,2,,https://my.absa.org/RiskGroups,pasteurella
caballi,2,Z | PV,https://my.absa.org/RiskGroups,pasteurella
canis,2,Z,https://my.absa.org/RiskGroups,pasteurella
dagmatis,2,Z,https://my.absa.org/RiskGroups,pasteurella
gallinarum,2,PV,https://my.absa.org/RiskGroups,pasteurella
granulomatis,2,PV,https://my.absa.org/RiskGroups,pasteurella
haemolytica,2,,https://my.absa.org/RiskGroups,pasteurella
lymphangitidis,2,t | PV,https://my.absa.org/RiskGroups,pasteurella
mairii,2,t | PV,https://my.absa.org/RiskGroups,pasteurella
multocida,3,"Type B -""buffalo"" and other virulent strains | RG 3 in animals | Z (subsp. gallicida, multicoda, septica) | (including subsp. gallicida, multocida, septica",https://my.absa.org/RiskGroups,pasteurella
pneumotropica,2,,https://my.absa.org/RiskGroups,pasteurella
stomatis,2,Z,https://my.absa.org/RiskGroups,pasteurella
testudinis,2,t | PV,https://my.absa.org/RiskGroups,pasteurella
trehalosi,2,PV,https://my.absa.org/RiskGroups,pasteurella
marneffei,3,"A | h,v",https://my.absa.org/RiskGroups,penicillium
niger,2,ht,https://my.absa.org/RiskGroups,peptococcus
anaerobius,2,ht | old name  Peptococcus anaerobius,https://my.absa.org/RiskGroups,peptococcus
asaccharolyticus,2,old name | old name Peptococcus asaccharolyticus,https://my.absa.org/RiskGroups,peptococcus
indolicus,2,"old name | PV, old name Peptococcus indolicus",https://my.absa.org/RiskGroups,peptococcus
magnus,2,old name Peptococcus magnus,https://my.absa.org/RiskGroups,peptococcus
micros,2,old name Peptococcus glycinophilus,https://my.absa.org/RiskGroups,peptococcus
prevotii,2,Anaerococcus prevotii | (Peptococcus prevotii),https://my.absa.org/RiskGroups,peptococcus
saccharolyticus,2,(Peptococcus saccharolyticus),https://my.absa.org/RiskGroups,peptococcus
harei,2,old name,https://my.absa.org/RiskGroups,peptostreptococcus
ivorii,2,old name,https://my.absa.org/RiskGroups,peptostreptococcus
lacrimalis,2,old name,https://my.absa.org/RiskGroups,peptostreptococcus
vaginalis,2,Anaerococcus vaginalis,https://my.absa.org/RiskGroups,peptostreptococcus
verrucosa,2,"h, v; Cadophora americana, obsolete synonym; P. americana, synonym",https://my.absa.org/RiskGroups,phialophora
damsela subsp. piscida,2,t2 | PV,https://my.absa.org/RiskGroups,photobacterium
cinnamomi,3,based on previous edition | p,https://my.absa.org/RiskGroups,phytophthora
Acute haemorrhagic conjunctivitis virus (AHC),2,Synonyms: Coxsackievirus CA24 (A24); Enterovirus 70,https://my.absa.org/RiskGroups,picornaviridae
Aphthovirus,2,,https://my.absa.org/RiskGroups,picornaviridae
Avian encephalomyelitis virus,3,t2,https://my.absa.org/RiskGroups,picornaviridae
Bovine enteroviruses types 1-7,2,t2 | PM,https://my.absa.org/RiskGroups,picornaviridae
Bovine rhinoviruses (Types 1 to 3),2,t2,https://my.absa.org/RiskGroups,picornaviridae
Cardiovirus,2,Encephalomyocarditis virus | PHV PM,https://my.absa.org/RiskGroups,picornaviridae
Coxsackie virus,2,PH,https://my.absa.org/RiskGroups,picornaviridae
Duck hepatitis virus,2,PM,https://my.absa.org/RiskGroups,picornaviridae
Echo virus,2,All types,https://my.absa.org/RiskGroups,picornaviridae
Echoviruses,2,PH,https://my.absa.org/RiskGroups,picornaviridae
Encephalomyocarditis virus,2,NULL; see previous edition | PHV,https://my.absa.org/RiskGroups,picornaviridae
Enterovirus,2,"Enterovirus 70 | V | PM, PH",https://my.absa.org/RiskGroups,picornaviridae
Equine rhinoviruses (Types 1 to 3),2,See also: Equine rhinitis A virus | t2 | PM,https://my.absa.org/RiskGroups,picornaviridae
Foot and mouth disease virus,4,t4 | EPD,https://my.absa.org/RiskGroups,picornaviridae
Hepatitis A virus,2,"V, Human enterovirus type 72 | Vaccine available",https://my.absa.org/RiskGroups,picornaviridae
Monkey enteroviruses (SEV),2,t2,https://my.absa.org/RiskGroups,picornaviridae
"Murine poliovirus (Theiler's encephalomyelitis virus, TO, FA, GD7)",2,,https://my.absa.org/RiskGroups,picornaviridae
Parecho,2,,https://my.absa.org/RiskGroups,picornaviridae
Picornaviruses of crustaceans and molluscs,2,,https://my.absa.org/RiskGroups,picornaviridae
Picornaviruses of fishes,2,,https://my.absa.org/RiskGroups,picornaviridae
"Picornaviruses of insects (e.g. Drosophila C virus, Cricket paralysis virus)",2,,https://my.absa.org/RiskGroups,picornaviridae
"Picornavirus-like viruses (e.g. Bee acute paralysis virus, bee viruses X and Y)",2,,https://my.absa.org/RiskGroups,picornaviridae
Poliovirus,3,"All types, wild and attenuated | V (Type 1, 2, and 3 (see specific clause in regulation)) | V | Except for Sabin Type-1, Type-2, and Type-3 | PH POL | Vaccine available",https://my.absa.org/RiskGroups,picornaviridae
Porcine enterovirus type 1 (Teschen disease),3,t2,https://my.absa.org/RiskGroups,picornaviridae
Rhinovirus,2,PH,https://my.absa.org/RiskGroups,picornaviridae
Swine vesicular disease virus,2,RG 3 in animals | t3 | EPD,https://my.absa.org/RiskGroups,picornaviridae
Turkey hepatitis virus,2,,https://my.absa.org/RiskGroups,picornaviridae
salmonis,2,t2 | PV,https://my.absa.org/RiskGroups,piscirickettsia
cynomologi,2,Z,https://my.absa.org/RiskGroups,plasmodium
falciparum,3,"* | (**) | **, AHH, OST, IVE",https://my.absa.org/RiskGroups,plasmodium
malariae,2,,https://my.absa.org/RiskGroups,plasmodium
ovale,2,,https://my.absa.org/RiskGroups,plasmodium
simian parasites,2,,https://my.absa.org/RiskGroups,plasmodium
spp,2,"(human & simian) | (human,simian) | AHH, AAH",https://my.absa.org/RiskGroups,plasmodium
vivax,2,,https://my.absa.org/RiskGroups,plasmodium
shigelloides,2,ht,https://my.absa.org/RiskGroups,plesiomonas
carinii,2,AAH AHH ZOP,https://my.absa.org/RiskGroups,pneumocystis
jirovecii,2,"h, v",https://my.absa.org/RiskGroups,pneumocystis
asaccharolytica,2,ht,https://my.absa.org/RiskGroups,porphyromonas
cangingivalis,2,t | PV,https://my.absa.org/RiskGroups,porphyromonas
canoris,2,ht | PV,https://my.absa.org/RiskGroups,porphyromonas
cansulci,2,PV,https://my.absa.org/RiskGroups,porphyromonas
catoniae,2,Oribaculum catoniae | Old name: Oribaculum catoniae,https://my.absa.org/RiskGroups,porphyromonas
circumdentaria,2,t | PV,https://my.absa.org/RiskGroups,porphyromonas
crevioricanis,2,t | PV; TMP,https://my.absa.org/RiskGroups,porphyromonas
gingivicanis,2,t | PV; TMP,https://my.absa.org/RiskGroups,porphyromonas
Alastrim (Variola minor),4,"V | PH, VAR | Vaccine available All strains including Whitepox virus",https://my.absa.org/RiskGroups,poxviridae
Ausdyk (contagious ecthyma of camels),2,,https://my.absa.org/RiskGroups,poxviridae
Avipoxviruses (other),2,,https://my.absa.org/RiskGroups,poxviridae
Buffalopox virus,2,e | PHV,https://my.absa.org/RiskGroups,poxviridae
Camel pox virus,3,PM,https://my.absa.org/RiskGroups,poxviridae
Chamois contagious ecthyma,2,,https://my.absa.org/RiskGroups,poxviridae
Cowpox virus,2,PHV,https://my.absa.org/RiskGroups,poxviridae
Ectromelia virus,3,t2 | PM,https://my.absa.org/RiskGroups,poxviridae
Elephantpox virus,2,f,https://my.absa.org/RiskGroups,poxviridae
Entomopoxviruses,2,,https://my.absa.org/RiskGroups,poxviridae
Fibroma viruses,2,,https://my.absa.org/RiskGroups,poxviridae
Fowlpox virus,2,,https://my.absa.org/RiskGroups,poxviridae
Goat pox virus,3,"t2 | EPD, PM",https://my.absa.org/RiskGroups,poxviridae
Horsepox virus,2,RG 3 in animals,https://my.absa.org/RiskGroups,poxviridae
Lumpy skin disease virus,3,"t3 | EPD, PM",https://my.absa.org/RiskGroups,poxviridae
Milker's node virus,2,PHV,https://my.absa.org/RiskGroups,poxviridae
Molluscum contagiosum virus,2,PH,https://my.absa.org/RiskGroups,poxviridae
Monkeypox virus,3,V | PHV | Vaccine available,https://my.absa.org/RiskGroups,poxviridae
Myxoma virus,3,t2 | PM,https://my.absa.org/RiskGroups,poxviridae
Orf virus,2,PHV,https://my.absa.org/RiskGroups,poxviridae
other pathogenic orthopoxviruses not in RG 2 or 4,2,,https://my.absa.org/RiskGroups,poxviridae
Paravaccinia virus,2,PHV,https://my.absa.org/RiskGroups,poxviridae
"Pseudocowpox viruses (bovine papular stomatitis, milker's nodes, paravaccinia)",2,PHV,https://my.absa.org/RiskGroups,poxviridae
Rabbitpox virus,2,"RG 3 in animals | g | PH, VAR",https://my.absa.org/RiskGroups,poxviridae
Racoonpox,2,t2,https://my.absa.org/RiskGroups,poxviridae
Sealpox virus,2,,https://my.absa.org/RiskGroups,poxviridae
Sheeppox virus,3,"t3 | EPD, PM",https://my.absa.org/RiskGroups,poxviridae
Smallpox (Variola major),4,"Prohibited | V | PH, VAR",https://my.absa.org/RiskGroups,poxviridae
Swinepox virus,2,t2 | PM,https://my.absa.org/RiskGroups,poxviridae
Tanapox,2,PHV,https://my.absa.org/RiskGroups,poxviridae
Taterapox (Gerbilpox),2,t2,https://my.absa.org/RiskGroups,poxviridae
Uasin Gishu disease virus,2,t2,https://my.absa.org/RiskGroups,poxviridae
Vaccinia virus,2,V | PHV | (inc. starins originally classifies as rabbitpox); see previous edition,https://my.absa.org/RiskGroups,poxviridae
Variola (major and minor) virus,4,"V | PH, VAR",https://my.absa.org/RiskGroups,poxviridae
Whitepox (Variola),4,V,https://my.absa.org/RiskGroups,poxviridae
Yabapox virus,2,,https://my.absa.org/RiskGroups,poxviridae
Yabapox virus (Tana and Yaba),2,PHV,https://my.absa.org/RiskGroups,poxviridae
Yatapox viruses (Tana & Yaba),2,PHV,https://my.absa.org/RiskGroups,poxviridae
albensis,2,,https://my.absa.org/RiskGroups,prevotella
bryantii,2,,https://my.absa.org/RiskGroups,prevotella
nigrescens,2,,https://my.absa.org/RiskGroups,prevotella
tannerae,2,,https://my.absa.org/RiskGroups,prevotella
Bovine spongiform encephalopathy (BSE),3,"**, D, d (and other related animal TSEs), i | ** PHV TSE | *",https://my.absa.org/RiskGroups,prion
Chronic wasting disease,3,,https://my.absa.org/RiskGroups,prion
Creutzfeldt-Jacob disease,3,"Biosafety level 3 facilities, practices and containment equipment for activities involving these agents; also listed under biosafety level 2 with special precautions; level of containment will depend on the nature of the manipulations and the amount of sera, bio/necropsy materials handled | **, D, d | ** PH TSE | *",https://my.absa.org/RiskGroups,prion
Fatal Familial Insomnia,3,(*),https://my.absa.org/RiskGroups,prion
Gerstmann-Straussler-Scheinker syndrome,3,"**, D, d | ** PH TSE | *",https://my.absa.org/RiskGroups,prion
Kuru,3,"Biosafety level 3 facilities, practices and containment equipment for activities involving these agents; also listed under biosafety level 2 with special precautions; level of containment will depend on the nature of the manipulations and the amount of sera, bio/necropsy materials handled | **, D, d | ** PH TSE | *",https://my.absa.org/RiskGroups,prion
Kuru & Creutzfeldt-Jacob agents,3,"Biosafety level 3 facilities, practices and containment equipment for activities involving these agents; also listed under biosafety level 2 with special precautions; level of containment will depend on the nature of the manipulations and the amount of sera, bio/necropsy materials handled | (**), D, d | **, PH, TSE",https://my.absa.org/RiskGroups,prion
Scrapie,3,"Biosafety level 3 facilities, practices and containment equipment for activities involving these agents; also listed under biosafety level 2 with special precautions; level of containment will depend on the nature of the manipulations and the amount of sera, bio/necropsy materials handled",https://my.absa.org/RiskGroups,prion
Transmissible mink encephalopathy,3,,https://my.absa.org/RiskGroups,prion
Variant Creutzfeldt-Jacob disease,3,"Biosafety level 3 facilities, practices and containment equipment for activities involving these agents; also listed under biosafety level 2 with special precautions; level of containment will depend on the nature of the manipulations and the amount of sera, bio/necropsy materials handled | (**), D, d",https://my.absa.org/RiskGroups,prion
acnes,2,,https://my.absa.org/RiskGroups,propionibacterium
avidum,2,,https://my.absa.org/RiskGroups,propionibacterium
granulosum,2,,https://my.absa.org/RiskGroups,propionibacterium
lymphophilum,2,,https://my.absa.org/RiskGroups,propionibacterium
inconstans,2,Providencia alcalifaciens | ht | (= Providencia alcalifaciens/stuartii),https://my.absa.org/RiskGroups,proteus
morganii,2,ht,https://my.absa.org/RiskGroups,proteus
penneri,2,,https://my.absa.org/RiskGroups,proteus
rettgeri,2,Providencia rettgeri | (= Providencia rettgeri),https://my.absa.org/RiskGroups,proteus
vulgaris,2,,https://my.absa.org/RiskGroups,proteus
alcalifaciens,2,old name | ht | (= Proteus inconstans),https://my.absa.org/RiskGroups,proteus
rettgeri,2,Proteus rettgeri | (= Proteus rettgeri),https://my.absa.org/RiskGroups,proteus
stuartii,2,(= Proteus inconstans),https://my.absa.org/RiskGroups,proteus
rustigianii,2,,https://my.absa.org/RiskGroups,providencia
boydii,2,"Allescheria boydii; mitosporic state : Scedosporium apiospermum | Scedosporium apiospermum | t | h, v; teleomorph of Graphium eumorphum; teleomorph of Scedosporium apiospermum ;Allescheria boydii, obsolete synonym ; Petriellidium boydii, obsolete synonym; P. sheari, obsolete synonym | See Scedosporium apiospermum",https://my.absa.org/RiskGroups,pseudallescheria
apiospermum,2,"for spp | teleomorph : Pseudoallescheria boydii; mitosporic Microascaceae | Pseudallescheria boydii | t | h,v | formerly Pseudallescheria boydii",https://my.absa.org/RiskGroups,pseudallescheria
piscicida,2,t2 | PV,https://my.absa.org/RiskGroups,pseudoalteromonas
aeruginosa,2,"ht, T",https://my.absa.org/RiskGroups,pseudomonas
anguilliseptica,2,t2 | PV,https://my.absa.org/RiskGroups,pseudomonas
luteola,2,lower priority synonym: Chryseomonas luteola,https://my.absa.org/RiskGroups,pseudomonas
mendocina,2,,https://my.absa.org/RiskGroups,pseudomonas
oryzihabitans,2,lower priority synonym: Flavimonas oryzihabitans,https://my.absa.org/RiskGroups,pseudomonas
syringae pv. persicae,2,PP; QUA,https://my.absa.org/RiskGroups,pseudomonas
syringae pv. pisi,3,,https://my.absa.org/RiskGroups,pseudomonas
paucimobilis,2,Pseudomonas paucimobilis | Old name: Pseudomonas paucimobilis,https://my.absa.org/RiskGroups,pseudomonas
decipiens,2,Z | AAH AHH ZOP,https://my.absa.org/RiskGroups,pseudoterranova
picketti,2,PIIC,https://my.absa.org/RiskGroups,ralstonia
salmoninarum,3,t2 | PV,https://my.absa.org/RiskGroups,renibacterium
(Ortho) reoviruses,2,Listed under Orthopoxvirus,https://my.absa.org/RiskGroups,reoviridae
African horse sickness virus,3,"t3 | EPD, PM",https://my.absa.org/RiskGroups,reoviridae
Bluetongue virus,3,endemic strains | t2/t3 | EPD PM,https://my.absa.org/RiskGroups,reoviridae
Changuinola,2,PH,https://my.absa.org/RiskGroups,reoviridae
Colorado tick fever virus,2,PHV,https://my.absa.org/RiskGroups,reoviridae
Coltiviruses,2,,https://my.absa.org/RiskGroups,reoviridae
Epizootic hemorrhagic disease in deer (EHD),3,endemic strains | t3 | PM,https://my.absa.org/RiskGroups,reoviridae
Golden shiner virus disease (GSV),3,,https://my.absa.org/RiskGroups,reoviridae
Ibaraki virus,3,PM,https://my.absa.org/RiskGroups,reoviridae
"Mouse rotavirus (EDIM, epizootic diarhoea of infant mice)",2,,https://my.absa.org/RiskGroups,reoviridae
Orbiviruses,2,Colorado tick fever virus,https://my.absa.org/RiskGroups,reoviridae
Orungo virus,3,PH,https://my.absa.org/RiskGroups,reoviridae
Rat rotavirus,2,,https://my.absa.org/RiskGroups,reoviridae
Rotavirus,2,"PM, PH",https://my.absa.org/RiskGroups,reoviridae
Rotaviruses for animals (other),2,,https://my.absa.org/RiskGroups,reoviridae
Vertebrate coltiviruses,2,,https://my.absa.org/RiskGroups,reoviridae
Avian leucosis virus (ALV),2,"For strains that are infectious to human cells, otherwise RG1 | t2",https://my.absa.org/RiskGroups,retroviridae
"Avian sarcoma viruses (Rous sarcoma virus, RSV)",2,"For strains that are infectious to human cells, otherwise RG1 | t2",https://my.absa.org/RiskGroups,retroviridae
Bovine foamy virus,2,t2 | PM,https://my.absa.org/RiskGroups,retroviridae
Bovine immunodeficiency virus (BIV),3,t2 | PM,https://my.absa.org/RiskGroups,retroviridae
Bovine leukemia virus,3,"For strains that are infectious to human cells, otherwise RG1 | t2",https://my.absa.org/RiskGroups,retroviridae
"Bovine lymphosarcoma virus (Bovine leukaemia virus, BLV)",3,,https://my.absa.org/RiskGroups,retroviridae
Bovine syncytial virus (BSV),2,,https://my.absa.org/RiskGroups,retroviridae
Caprine arthrisis/encephalomyeltis virus (CAEV),3,t2 | PM,https://my.absa.org/RiskGroups,retroviridae
Equine infectious anemia virus,2,t2 | PM,https://my.absa.org/RiskGroups,retroviridae
Feline foamy virus,2,t2 | PM,https://my.absa.org/RiskGroups,retroviridae
Feline immunodefiency virus (FIV),3,t2 | PM,https://my.absa.org/RiskGroups,retroviridae
Feline leukemia virus,3,"For strains that are infectious to human cells, otherwise RG1 | t2 | PM",https://my.absa.org/RiskGroups,retroviridae
"Feline lymphosarcoma virus (FeLV, Feline leukaemia virus)",3,,https://my.absa.org/RiskGroups,retroviridae
Feline sarcoma virus (FeSV),2,"For strains that are infectious to human cells, otherwise RG1 | PM",https://my.absa.org/RiskGroups,retroviridae
Gibbon leukemia virus,2,"For strains that are infectious to human cells, otherwise RG1 | PM",https://my.absa.org/RiskGroups,retroviridae
Guinea pig lymphosarcoma virus (guinea pig LSA),3,,https://my.absa.org/RiskGroups,retroviridae
Hamster lymphosarcoma virus (Hamster LSA),3,,https://my.absa.org/RiskGroups,retroviridae
Human Immunodeficiency virus (HIV),3,"Types 1 and 2 | **, D | See Exeption | ** PH | *",https://my.absa.org/RiskGroups,retroviridae
Human T-cell lymphotropic viruses 1 + 2,3,"**, D | ** PH | *",https://my.absa.org/RiskGroups,retroviridae
Leukomogenic murine oncovirus (Murine lymphosarcoma virus: MuLV),3,,https://my.absa.org/RiskGroups,retroviridae
Lymphosarcoma viruses of nonhuman primates,3,,https://my.absa.org/RiskGroups,retroviridae
Maedi-visna virus,3,t2 | PM,https://my.absa.org/RiskGroups,retroviridae
Mason-Pfizer monkey virus,2,"For strains that are infectious to human cells, otherwise RG1 | PM",https://my.absa.org/RiskGroups,retroviridae
Monkey mammary tumor viruses (MPTV),1,t2,https://my.absa.org/RiskGroups,retroviridae
Murine mammary tumor viruses (MMTV),3,"For strains that are infectious to human cells, otherwise RG1 | t2 | PM",https://my.absa.org/RiskGroups,retroviridae
Murine leukemia virus,3,"For strains that are infectious to human cells, otherwise RG1 | t2 | PM, VEC",https://my.absa.org/RiskGroups,retroviridae
Murine sarcoma viruses (MuSV),3,"For strains that are infectious to human cells, otherwise RG1 | PM",https://my.absa.org/RiskGroups,retroviridae
Ovine lymphosarcoma virus (OLV),3,,https://my.absa.org/RiskGroups,retroviridae
Ovine pulmonary adenomatosis virus,2,,https://my.absa.org/RiskGroups,retroviridae
Rat leukemia virus,2,"For strains that are infectious to human cells, otherwise RG1",https://my.absa.org/RiskGroups,retroviridae
Reticuloendotheliosis viruses (REV),1,t2,https://my.absa.org/RiskGroups,retroviridae
Retroviruses of fish and reptiles,2,"PM, TEN",https://my.absa.org/RiskGroups,retroviridae
Simian foamy viruses,2,,https://my.absa.org/RiskGroups,retroviridae
Simian immunodeficiency virus,3,"(**) | **, PHV",https://my.absa.org/RiskGroups,retroviridae
"Simian sarcoma virus, SSV-1",3,PM,https://my.absa.org/RiskGroups,retroviridae
